Dataset 1,Column 1,Similar Column 1,Similar Column 2,Similar Column 3
cleaned_table_9.csv,AVG_WND_SPD_10M_PST2MTS,"Table cleaned_table_12.csv, Column 14, Overlap: 22","Table cleaned_table_11.csv, Column 14, Overlap: 21","Table cleaned_table_2.csv, Column 35, Overlap: 18"
cleaned_table_9.csv,CLD_AMT_CODE_1,"Table cleaned_table_2.csv, Column 35, Overlap: 5","Table cleaned_table_0.csv, Column 7, Overlap: 5","Table cleaned_table_0.csv, Column 25, Overlap: 5"
cleaned_table_9.csv,DATA_PAYLOAD_URI,"Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_15.csv, Column 20, Overlap: 1","Table cleaned_table_16.csv, Column 17, Overlap: 1"
cleaned_table_11.csv,AVG WND DIR 10M PST10MTS,"Table cleaned_table_12.csv, Column 0, Overlap: 361","Table cleaned_table_9.csv, Column 3, Overlap: 314","Table cleaned_table_4.csv, Column 10, Overlap: 261"
cleaned_table_11.csv,MAX AIR TEMP PST6HRS,"Table cleaned_table_9.csv, Column 11, Overlap: 1","Table cleaned_table_12.csv, Column 18, Overlap: 1","Table cleaned_table_12.csv, Column 8, Overlap: 1"
cleaned_table_11.csv,FLD ELEV,"Table cleaned_table_1.csv, Column 15, Overlap: 6","Table cleaned_table_12.csv, Column 2, Overlap: 6","Table cleaned_table_2.csv, Column 15, Overlap: 6"
cleaned_table_11.csv,PCPN AMT PST6HRS,"Table cleaned_table_12.csv, Column 3, Overlap: 12","Table cleaned_table_2.csv, Column 35, Overlap: 10","Table cleaned_table_2.csv, Column 60, Overlap: 10"
cleaned_table_11.csv,DATA ATTRIB NOT,"Table cleaned_table_12.csv, Column 4, Overlap: 1",,
cleaned_table_11.csv,BARO ELEV,"Table cleaned_table_0.csv, Column 10, Overlap: 6","Table cleaned_table_1.csv, Column 52, Overlap: 6","Table cleaned_table_1.csv, Column 15, Overlap: 6"
cleaned_table_11.csv,AVG MSLP PST1MT,"Table cleaned_table_12.csv, Column 6, Overlap: 399","Table cleaned_table_9.csv, Column 9, Overlap: 317","Table cleaned_table_1.csv, Column 23, Overlap: 132"
cleaned_table_11.csv,MSC ID,"Table cleaned_table_12.csv, Column 7, Overlap: 6","Table cleaned_table_9.csv, Column 4, Overlap: 6",
cleaned_table_11.csv,LTNG DIS RMK,"Table cleaned_table_12.csv, Column 8, Overlap: 32","Table cleaned_table_13.csv, Column 19, Overlap: 3","Table cleaned_table_8.csv, Column 1, Overlap: 2"
cleaned_table_11.csv,AVG VIS PST1MT,"Table cleaned_table_12.csv, Column 9, Overlap: 1221","Table cleaned_table_8.csv, Column 28, Overlap: 989","Table cleaned_table_13.csv, Column 13, Overlap: 940"
cleaned_table_11.csv,DNSTY ALTD,"Table cleaned_table_9.csv, Column 8, Overlap: 30","Table cleaned_table_12.csv, Column 10, Overlap: 30","Table cleaned_table_1.csv, Column 4, Overlap: 6"
cleaned_table_11.csv,MX WND GST SPD 10M PST10MTS,"Table cleaned_table_12.csv, Column 11, Overlap: 15","Table cleaned_table_2.csv, Column 35, Overlap: 13","Table cleaned_table_0.csv, Column 7, Overlap: 13"
cleaned_table_11.csv,AVG WND DIR 10M PST2MTS,"Table cleaned_table_12.csv, Column 0, Overlap: 37","Table cleaned_table_12.csv, Column 12, Overlap: 37","Table cleaned_table_9.csv, Column 3, Overlap: 31"
cleaned_table_11.csv,MAX PK WND SPD 10M PST1HR,"Table cleaned_table_12.csv, Column 14, Overlap: 6","Table cleaned_table_12.csv, Column 11, Overlap: 6","Table cleaned_table_12.csv, Column 20, Overlap: 6"
cleaned_table_11.csv,AVG WND SPD 10M PST2MTS,"Table cleaned_table_12.csv, Column 14, Overlap: 22","Table cleaned_table_9.csv, Column 11, Overlap: 21","Table cleaned_table_2.csv, Column 35, Overlap: 18"
cleaned_table_11.csv,DATA PAYLOAD URI,"Table cleaned_table_12.csv, Column 15, Overlap: 37389",,
cleaned_table_11.csv,AVG REL HUM PST1MT,"Table cleaned_table_12.csv, Column 16, Overlap: 656","Table cleaned_table_1.csv, Column 52, Overlap: 652","Table cleaned_table_2.csv, Column 7, Overlap: 652"
cleaned_table_11.csv,MIN AIR TEMP PST24HRS,"Table cleaned_table_9.csv, Column 11, Overlap: 1","Table cleaned_table_12.csv, Column 18, Overlap: 1","Table cleaned_table_12.csv, Column 8, Overlap: 1"
cleaned_table_11.csv,MAX AIR TEMP PST24HRS,"Table cleaned_table_9.csv, Column 11, Overlap: 1","Table cleaned_table_12.csv, Column 18, Overlap: 1","Table cleaned_table_12.csv, Column 8, Overlap: 1"
cleaned_table_11.csv,PCPN AMT PST1MT,"Table cleaned_table_12.csv, Column 19, Overlap: 10","Table cleaned_table_2.csv, Column 35, Overlap: 9","Table cleaned_table_0.csv, Column 7, Overlap: 9"
cleaned_table_11.csv,MAX WND SPD 10M PST1HR,"Table cleaned_table_12.csv, Column 11, Overlap: 12","Table cleaned_table_12.csv, Column 20, Overlap: 12","Table cleaned_table_2.csv, Column 35, Overlap: 10"
cleaned_table_11.csv,OBS DATETIME UTC,"Table cleaned_table_12.csv, Column 21, Overlap: 10014",,
cleaned_table_12.csv,AVG WND DIR 10M PST10MTS,"Table cleaned_table_11.csv, Column 0, Overlap: 361","Table cleaned_table_9.csv, Column 3, Overlap: 315","Table cleaned_table_4.csv, Column 10, Overlap: 261"
cleaned_table_12.csv,MAX AIR TEMP PST6HRS,"Table cleaned_table_9.csv, Column 9, Overlap: 2","Table cleaned_table_9.csv, Column 2, Overlap: 2","Table cleaned_table_9.csv, Column 11, Overlap: 2"
cleaned_table_12.csv,FLD ELEV,"Table cleaned_table_1.csv, Column 15, Overlap: 6","Table cleaned_table_11.csv, Column 2, Overlap: 6","Table cleaned_table_2.csv, Column 15, Overlap: 6"
cleaned_table_12.csv,PCPN AMT PST6HRS,"Table cleaned_table_11.csv, Column 3, Overlap: 12","Table cleaned_table_2.csv, Column 35, Overlap: 10","Table cleaned_table_2.csv, Column 60, Overlap: 10"
cleaned_table_12.csv,DATA ATTRIB NOT,"Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_15.csv, Column 20, Overlap: 1","Table cleaned_table_16.csv, Column 17, Overlap: 1"
cleaned_table_12.csv,BARO ELEV,"Table cleaned_table_0.csv, Column 10, Overlap: 6","Table cleaned_table_1.csv, Column 52, Overlap: 6","Table cleaned_table_1.csv, Column 15, Overlap: 6"
cleaned_table_12.csv,AVG MSLP PST1MT,"Table cleaned_table_11.csv, Column 6, Overlap: 399","Table cleaned_table_9.csv, Column 9, Overlap: 318","Table cleaned_table_1.csv, Column 23, Overlap: 132"
cleaned_table_12.csv,MSC ID,"Table cleaned_table_11.csv, Column 7, Overlap: 6","Table cleaned_table_9.csv, Column 4, Overlap: 6",
cleaned_table_12.csv,LTNG DIS RMK,"Table cleaned_table_11.csv, Column 8, Overlap: 32","Table cleaned_table_13.csv, Column 19, Overlap: 3","Table cleaned_table_15.csv, Column 10, Overlap: 2"
cleaned_table_12.csv,AVG VIS PST1MT,"Table cleaned_table_11.csv, Column 9, Overlap: 1221","Table cleaned_table_8.csv, Column 28, Overlap: 989","Table cleaned_table_13.csv, Column 13, Overlap: 940"
cleaned_table_12.csv,DNSTY ALTD,"Table cleaned_table_11.csv, Column 10, Overlap: 30","Table cleaned_table_9.csv, Column 8, Overlap: 30","Table cleaned_table_1.csv, Column 4, Overlap: 6"
cleaned_table_12.csv,MX WND GST SPD 10M PST10MTS,"Table cleaned_table_11.csv, Column 11, Overlap: 15","Table cleaned_table_2.csv, Column 35, Overlap: 13","Table cleaned_table_0.csv, Column 7, Overlap: 13"
cleaned_table_12.csv,AVG WND DIR 10M PST2MTS,"Table cleaned_table_11.csv, Column 0, Overlap: 37","Table cleaned_table_11.csv, Column 12, Overlap: 37","Table cleaned_table_9.csv, Column 3, Overlap: 32"
cleaned_table_12.csv,MAX PK WND SPD 10M PST1HR,"Table cleaned_table_11.csv, Column 14, Overlap: 6","Table cleaned_table_9.csv, Column 11, Overlap: 6","Table cleaned_table_11.csv, Column 11, Overlap: 6"
cleaned_table_12.csv,AVG WND SPD 10M PST2MTS,"Table cleaned_table_11.csv, Column 14, Overlap: 22","Table cleaned_table_9.csv, Column 11, Overlap: 22","Table cleaned_table_2.csv, Column 35, Overlap: 18"
cleaned_table_12.csv,DATA PAYLOAD URI,"Table cleaned_table_11.csv, Column 15, Overlap: 37389","Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_15.csv, Column 20, Overlap: 1"
cleaned_table_12.csv,AVG REL HUM PST1MT,"Table cleaned_table_11.csv, Column 16, Overlap: 656","Table cleaned_table_1.csv, Column 52, Overlap: 652","Table cleaned_table_2.csv, Column 7, Overlap: 652"
cleaned_table_12.csv,MIN AIR TEMP PST24HRS,"Table cleaned_table_9.csv, Column 9, Overlap: 2","Table cleaned_table_9.csv, Column 2, Overlap: 2","Table cleaned_table_9.csv, Column 11, Overlap: 2"
cleaned_table_12.csv,MAX AIR TEMP PST24HRS,"Table cleaned_table_9.csv, Column 9, Overlap: 2","Table cleaned_table_9.csv, Column 2, Overlap: 2","Table cleaned_table_9.csv, Column 11, Overlap: 2"
cleaned_table_12.csv,PCPN AMT PST1MT,"Table cleaned_table_11.csv, Column 19, Overlap: 10","Table cleaned_table_2.csv, Column 35, Overlap: 9","Table cleaned_table_0.csv, Column 7, Overlap: 9"
cleaned_table_12.csv,MAX WND SPD 10M PST1HR,"Table cleaned_table_11.csv, Column 11, Overlap: 12","Table cleaned_table_11.csv, Column 20, Overlap: 12","Table cleaned_table_2.csv, Column 35, Overlap: 10"
cleaned_table_12.csv,OBS DATETIME UTC,"Table cleaned_table_11.csv, Column 21, Overlap: 10014","Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_15.csv, Column 20, Overlap: 1"
cleaned_table_13.csv,MEDIAN_WIDTH,"Table cleaned_table_4.csv, Column 10, Overlap: 183","Table cleaned_table_8.csv, Column 1, Overlap: 180","Table cleaned_table_8.csv, Column 15, Overlap: 160"
cleaned_table_13.csv,SURV_G,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,TYPE_SIGNAL,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_8.csv, Column 23, Overlap: 5"
cleaned_table_13.csv,K_FACTOR,"Table cleaned_table_14.csv, Column 5, Overlap: 31","Table cleaned_table_18.csv, Column 5, Overlap: 31","Table cleaned_table_4.csv, Column 10, Overlap: 31"
cleaned_table_13.csv,SURV_D,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,IS_SAMPLE,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 8, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1"
cleaned_table_13.csv,SPEED_LIMIT,"Table cleaned_table_8.csv, Column 36, Overlap: 15","Table cleaned_table_4.csv, Column 10, Overlap: 15","Table cleaned_table_8.csv, Column 1, Overlap: 15"
cleaned_table_13.csv,SURV_E,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,HORZ_ALIGN,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_8.csv, Column 23, Overlap: 5"
cleaned_table_13.csv,PEAK_CAPACITY,"Table cleaned_table_4.csv, Column 10, Overlap: 3398","Table cleaned_table_8.csv, Column 7, Overlap: 3260","Table cleaned_table_8.csv, Column 11, Overlap: 3240"
cleaned_table_13.csv,COUNTY_CODE,"Table cleaned_table_4.csv, Column 10, Overlap: 272","Table cleaned_table_8.csv, Column 21, Overlap: 262","Table cleaned_table_8.csv, Column 1, Overlap: 245"
cleaned_table_13.csv,INTER_ROUTE_NUMBER,"Table cleaned_table_4.csv, Column 10, Overlap: 177","Table cleaned_table_8.csv, Column 1, Overlap: 173","Table cleaned_table_8.csv, Column 7, Overlap: 146"
cleaned_table_13.csv,TRUCK_ROUTE,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,BEGIN_LRS,"Table cleaned_table_8.csv, Column 28, Overlap: 6104","Table cleaned_table_14.csv, Column 3, Overlap: 2262","Table cleaned_table_8.csv, Column 17, Overlap: 2142"
cleaned_table_13.csv,SECTION_ID,"Table cleaned_table_8.csv, Column 35, Overlap: 7482","Table cleaned_table_8.csv, Column 19, Overlap: 2695","Table cleaned_table_8.csv, Column 11, Overlap: 574"
cleaned_table_13.csv,PEAK_LANES,"Table cleaned_table_8.csv, Column 38, Overlap: 11","Table cleaned_table_8.csv, Column 15, Overlap: 11","Table cleaned_table_4.csv, Column 10, Overlap: 11"
cleaned_table_13.csv,WIDE_FEAS,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_14.csv, Column 8, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5"
cleaned_table_13.csv,PAVEMENT_TYPE,"Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_15.csv, Column 11, Overlap: 6","Table cleaned_table_8.csv, Column 23, Overlap: 6"
cleaned_table_13.csv,TURN_LANES_L,"Table cleaned_table_8.csv, Column 39, Overlap: 6","Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_8.csv, Column 23, Overlap: 6"
cleaned_table_13.csv,ROUTE_NUMBER,"Table cleaned_table_8.csv, Column 1, Overlap: 2377","Table cleaned_table_4.csv, Column 10, Overlap: 1126","Table cleaned_table_8.csv, Column 7, Overlap: 1044"
cleaned_table_13.csv,SECTION_LENGTH,"Table cleaned_table_14.csv, Column 3, Overlap: 2963","Table cleaned_table_8.csv, Column 17, Overlap: 2848","Table cleaned_table_14.csv, Column 27, Overlap: 2520"
cleaned_table_13.csv,CURVES_C,"Table cleaned_table_14.csv, Column 27, Overlap: 399","Table cleaned_table_14.csv, Column 3, Overlap: 397","Table cleaned_table_8.csv, Column 17, Overlap: 395"
cleaned_table_13.csv,SAMPLING_TECH,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_13.csv,VSF,"Table cleaned_table_8.csv, Column 28, Overlap: 202","Table cleaned_table_8.csv, Column 17, Overlap: 202","Table cleaned_table_14.csv, Column 3, Overlap: 201"
cleaned_table_13.csv,LRS_ID,"Table cleaned_table_8.csv, Column 7, Overlap: 521","Table cleaned_table_8.csv, Column 11, Overlap: 516","Table cleaned_table_8.csv, Column 19, Overlap: 192"
cleaned_table_13.csv,SURV_H,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,IS_GROUPED,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_13.csv,URBAN_CODE,"Table cleaned_table_4.csv, Column 10, Overlap: 430","Table cleaned_table_14.csv, Column 9, Overlap: 430","Table cleaned_table_8.csv, Column 15, Overlap: 429"
cleaned_table_13.csv,SURV_C,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,STANDARD_TRAFFIC_CATEGORY,"Table cleaned_table_18.csv, Column 5, Overlap: 13","Table cleaned_table_8.csv, Column 23, Overlap: 13","Table cleaned_table_14.csv, Column 10, Overlap: 13"
cleaned_table_13.csv,AT_GRADE_OTHER,"Table cleaned_table_18.csv, Column 5, Overlap: 42","Table cleaned_table_14.csv, Column 5, Overlap: 42","Table cleaned_table_14.csv, Column 21, Overlap: 42"
cleaned_table_13.csv,F_SYSTEM,"Table cleaned_table_18.csv, Column 5, Overlap: 9","Table cleaned_table_14.csv, Column 19, Overlap: 9","Table cleaned_table_8.csv, Column 16, Overlap: 9"
cleaned_table_13.csv,PEAK_PARKING,"Table cleaned_table_8.csv, Column 39, Overlap: 4","Table cleaned_table_18.csv, Column 5, Overlap: 4","Table cleaned_table_8.csv, Column 23, Overlap: 4"
cleaned_table_13.csv,AADT,"Table cleaned_table_8.csv, Column 11, Overlap: 6306","Table cleaned_table_8.csv, Column 7, Overlap: 6154","Table cleaned_table_4.csv, Column 10, Overlap: 4793"
cleaned_table_13.csv,SN_D,"Table cleaned_table_2.csv, Column 35, Overlap: 105","Table cleaned_table_0.csv, Column 7, Overlap: 105","Table cleaned_table_1.csv, Column 27, Overlap: 105"
cleaned_table_13.csv,TOLL,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,SURV_I,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_13.csv,PSR,"Table cleaned_table_2.csv, Column 35, Overlap: 50","Table cleaned_table_0.csv, Column 7, Overlap: 50","Table cleaned_table_1.csv, Column 0, Overlap: 50"
cleaned_table_13.csv,ACCESS_CONTROL,"Table cleaned_table_8.csv, Column 39, Overlap: 3","Table cleaned_table_14.csv, Column 8, Overlap: 3","Table cleaned_table_18.csv, Column 5, Overlap: 3"
cleaned_table_13.csv,YEAR_RECORD,"Table cleaned_table_4.csv, Column 10, Overlap: 1","Table cleaned_table_14.csv, Column 33, Overlap: 1","Table cleaned_table_8.csv, Column 18, Overlap: 1"
cleaned_table_13.csv,TYPE_FACILITY,"Table cleaned_table_8.csv, Column 39, Overlap: 3","Table cleaned_table_14.csv, Column 8, Overlap: 3","Table cleaned_table_18.csv, Column 5, Overlap: 3"
cleaned_table_14.csv,GRADES_E,"Table cleaned_table_8.csv, Column 17, Overlap: 410","Table cleaned_table_13.csv, Column 20, Overlap: 401","Table cleaned_table_8.csv, Column 20, Overlap: 310"
cleaned_table_14.csv,LANE_WIDTH,"Table cleaned_table_2.csv, Column 35, Overlap: 23","Table cleaned_table_0.csv, Column 7, Overlap: 23","Table cleaned_table_0.csv, Column 25, Overlap: 23"
cleaned_table_14.csv,SURV_H,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,CURVES_A,"Table cleaned_table_8.csv, Column 17, Overlap: 3239","Table cleaned_table_13.csv, Column 20, Overlap: 2963","Table cleaned_table_8.csv, Column 28, Overlap: 2505"
cleaned_table_14.csv,YEAR_RECORD,"Table cleaned_table_13.csv, Column 9, Overlap: 1","Table cleaned_table_4.csv, Column 10, Overlap: 1","Table cleaned_table_8.csv, Column 19, Overlap: 1"
cleaned_table_14.csv,PERC_COMBINATION,"Table cleaned_table_13.csv, Column 0, Overlap: 57","Table cleaned_table_4.csv, Column 10, Overlap: 57","Table cleaned_table_8.csv, Column 1, Overlap: 57"
cleaned_table_14.csv,SURV_G,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,HORZ_ALIGN,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_8.csv, Column 23, Overlap: 5"
cleaned_table_14.csv,WIDE_FEAS,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_15.csv, Column 11, Overlap: 5"
cleaned_table_14.csv,URBAN_CODE,"Table cleaned_table_4.csv, Column 10, Overlap: 451","Table cleaned_table_8.csv, Column 15, Overlap: 449","Table cleaned_table_13.csv, Column 27, Overlap: 430"
cleaned_table_14.csv,THROUGH_LANES,"Table cleaned_table_18.csv, Column 5, Overlap: 13","Table cleaned_table_8.csv, Column 23, Overlap: 13","Table cleaned_table_13.csv, Column 0, Overlap: 13"
cleaned_table_14.csv,DONUT_VOLUME_GROUP,"Table cleaned_table_8.csv, Column 39, Overlap: 6","Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_8.csv, Column 23, Overlap: 6"
cleaned_table_14.csv,IS_DONUT,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,SPEED_LIMIT,"Table cleaned_table_8.csv, Column 36, Overlap: 15","Table cleaned_table_13.csv, Column 19, Overlap: 15","Table cleaned_table_4.csv, Column 10, Overlap: 15"
cleaned_table_14.csv,SHOULDER_WIDTH_L,"Table cleaned_table_18.csv, Column 5, Overlap: 20","Table cleaned_table_13.csv, Column 0, Overlap: 20","Table cleaned_table_8.csv, Column 16, Overlap: 20"
cleaned_table_14.csv,GF_SYSTEM,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_15.csv, Column 11, Overlap: 5"
cleaned_table_14.csv,ACCESS_CONTROL,"Table cleaned_table_8.csv, Column 39, Overlap: 3","Table cleaned_table_18.csv, Column 5, Overlap: 3","Table cleaned_table_1.csv, Column 18, Overlap: 3"
cleaned_table_14.csv,UNBUILT_FACILITY,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,AT_GRADE_SIGNS,"Table cleaned_table_18.csv, Column 5, Overlap: 29","Table cleaned_table_13.csv, Column 0, Overlap: 29","Table cleaned_table_8.csv, Column 33, Overlap: 29"
cleaned_table_14.csv,F_SYSTEM,"Table cleaned_table_18.csv, Column 5, Overlap: 9","Table cleaned_table_13.csv, Column 0, Overlap: 9","Table cleaned_table_8.csv, Column 16, Overlap: 9"
cleaned_table_14.csv,OWNERSHIP,"Table cleaned_table_18.csv, Column 5, Overlap: 8","Table cleaned_table_15.csv, Column 11, Overlap: 8","Table cleaned_table_8.csv, Column 23, Overlap: 8"
cleaned_table_14.csv,AT_GRADE_OTHER,"Table cleaned_table_18.csv, Column 5, Overlap: 48","Table cleaned_table_13.csv, Column 0, Overlap: 48","Table cleaned_table_8.csv, Column 33, Overlap: 48"
cleaned_table_14.csv,MEDIAN_TYPE,"Table cleaned_table_8.csv, Column 39, Overlap: 4","Table cleaned_table_18.csv, Column 5, Overlap: 4","Table cleaned_table_15.csv, Column 11, Overlap: 4"
cleaned_table_14.csv,IS_SAMPLE,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1","Table cleaned_table_13.csv, Column 7, Overlap: 1"
cleaned_table_14.csv,AT_GRADE_SIGNAL,"Table cleaned_table_18.csv, Column 5, Overlap: 19","Table cleaned_table_13.csv, Column 0, Overlap: 19","Table cleaned_table_13.csv, Column 27, Overlap: 19"
cleaned_table_14.csv,PEAK_PARKING,"Table cleaned_table_8.csv, Column 39, Overlap: 4","Table cleaned_table_18.csv, Column 5, Overlap: 4","Table cleaned_table_8.csv, Column 23, Overlap: 4"
cleaned_table_14.csv,IRI,"Table cleaned_table_8.csv, Column 30, Overlap: 447","Table cleaned_table_1.csv, Column 15, Overlap: 365","Table cleaned_table_2.csv, Column 15, Overlap: 365"
cleaned_table_14.csv,GRADES_A,"Table cleaned_table_8.csv, Column 17, Overlap: 2626","Table cleaned_table_13.csv, Column 20, Overlap: 2520","Table cleaned_table_8.csv, Column 28, Overlap: 2067"
cleaned_table_14.csv,SURV_D,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,PSR,"Table cleaned_table_2.csv, Column 35, Overlap: 50","Table cleaned_table_0.csv, Column 7, Overlap: 50","Table cleaned_table_1.csv, Column 0, Overlap: 50"
cleaned_table_14.csv,CURVES_B,"Table cleaned_table_8.csv, Column 17, Overlap: 651","Table cleaned_table_13.csv, Column 20, Overlap: 642","Table cleaned_table_8.csv, Column 28, Overlap: 469"
cleaned_table_14.csv,ROUTE_QUALIFIER,"Table cleaned_table_18.csv, Column 5, Overlap: 10","Table cleaned_table_8.csv, Column 23, Overlap: 10","Table cleaned_table_13.csv, Column 0, Overlap: 10"
cleaned_table_14.csv,SHOULDER_TYPE,"Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_15.csv, Column 11, Overlap: 6","Table cleaned_table_8.csv, Column 23, Overlap: 6"
cleaned_table_14.csv,YEAR_SURF_IMPROV,"Table cleaned_table_13.csv, Column 9, Overlap: 40","Table cleaned_table_8.csv, Column 18, Overlap: 39","Table cleaned_table_4.csv, Column 10, Overlap: 35"
cleaned_table_14.csv,IS_GROUPED,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1","Table cleaned_table_13.csv, Column 7, Overlap: 1"
cleaned_table_14.csv,SURV_I,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_14.csv,VERT_ALIGN,"Table cleaned_table_8.csv, Column 39, Overlap: 5","Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_8.csv, Column 23, Overlap: 5"
cleaned_table_15.csv,qd13_9,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qc1_5_2,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qc1_3_7,"Table cleaned_table_16.csv, Column 27, Overlap: 17","Table cleaned_table_16.csv, Column 8, Overlap: 17","Table cleaned_table_16.csv, Column 17, Overlap: 17"
cleaned_table_15.csv,qd13_4,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qe10_1,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qc1_3_5,"Table cleaned_table_16.csv, Column 27, Overlap: 13","Table cleaned_table_16.csv, Column 8, Overlap: 13","Table cleaned_table_16.csv, Column 17, Overlap: 13"
cleaned_table_15.csv,qi1_6,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qj1,"Table cleaned_table_16.csv, Column 7, Overlap: 66","Table cleaned_table_16.csv, Column 20, Overlap: 5","Table cleaned_table_16.csv, Column 23, Overlap: 4"
