Dataset 1,Dataset 2,Relation,Column 1,Column 2,Set Containment
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,% of Businesses Reporting.5,0.8470764617691154
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Top Quartile Closing Inventory,0.967016491754123
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Upper Middle Rent,0.8665667166416792
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Other expenses,0.9490254872563718
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Lower Middle Operating Expenses (indirect),0.9475262368815592
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,% of Businesses Reporting.7,0.9400299850074962
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Lower Middle Labour and Commissions,0.952023988005997
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,Upper Middle Utilities and telephone/telecommunication,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.1,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.2,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.3,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.4,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.5,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.6,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.7,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.8,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Quality Indicator.9,Quality Indicator.9,1.0
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Bottom Quartile Operating Expenses (indirect),0.9659735349716446
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,"Top Quartile Purchases, materials and sub-contracts",0.9603024574669187
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Net Profit/Loss,0.8695652173913043
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Amortization and depletion,0.9376181474480151
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Total expenses,0.9149338374291115
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Net Profit/Loss,0.9886578449905482
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Wages and Benefits,0.9886578449905482
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Operating expenses (indirect),0.8506616257088847
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Opening Inventory,0.9678638941398866
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Opening Inventory,0.9829867674858223
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Cost of Sales,0.947069943289225
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Rent,0.9527410207939508
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Wages and Benefits,0.9678638941398866
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Other expenses,0.9111531190926276
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Bottom Quartile Net Profit/Loss,0.8355387523629489
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Opening Inventory,0.947069943289225
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Net Profit/Loss,0.9678638941398866
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,% of Businesses Reporting.2,0.9565217391304348
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,% of Businesses Reporting.3,0.8223062381852552
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Wages and Benefits,0.9886578449905482
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Cost of Sales,0.9924385633270322
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,% of Businesses Reporting.4,0.9489603024574669
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Amortization and depletion,0.9905482041587902
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,% of Businesses Reporting.5,0.9376181474480151
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Closing Inventory,0.9792060491493384
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Rent,0.9565217391304348
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Bottom Quartile Closing Inventory,0.8431001890359168
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Wages and Benefits,0.8034026465028355
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Other expenses,0.9527410207939508
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Operating Expenses (indirect),0.9357277882797732
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,% of Businesses Reporting.7,0.9886578449905482
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Lower Middle Labour and Commissions,0.9886578449905482
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Upper Middle Utilities and telephone/telecommunication,0.9130434782608695
cleaned_table_1.csv,cleaned_table_2.csv,JOIN,Top Quartile Insurance,Top Quartile Insurance,1.0
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Advertising and promotion,c,0.984375
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Lower Middle Amortization and depletion,c,0.9340866290018832
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Lower Middle Utilities and telephone/telecommunication,c,0.9830508474576272
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Upper Middle Amortization and depletion,c,0.8261376896149358
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting,c,0.8877980364656382
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Advertising and promotion,c,0.9705882352941176
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Incorporation Status,c,1.0
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Rent,c,0.915057915057915
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.1,c,0.8
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Lower Middle Rent,c,0.9777777777777777
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.2,c,0.9394594594594594
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.3,c,0.9072625698324023
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.4,c,0.9728571428571429
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.5,c,0.9736070381231672
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Wages and Benefits,c,0.9954128440366973
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,"Lower Middle Delivery, shipping and warehouse expense",c,0.96
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Province/Canada,c,1.0
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Insurance,c,0.9913793103448276
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,"Top Quartile Delivery, shipping and warehouse expense",c,0.946360153256705
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Repairs and maintenance,c,0.9951923076923077
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Upper Middle Rent,c,0.9086161879895561
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Closing Inventory,c,0.8763693270735524
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Lower Middle Wages and Benefits,c,0.9119718309859155
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.7,c,0.9407327586206896
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Professional and business fees,c,0.9342560553633218
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,"Upper Middle Delivery, shipping and warehouse expense",c,0.9621848739495799
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,c,0.9205397301349325
cleaned_table_1.csv,cleaned_table_3.csv,JOIN,Top Quartile Insurance,c,0.9754253308128544
cleaned_table_1.csv,cleaned_table_4.csv,JOIN,Incorporation Status,VALUE VALUE,1.0
cleaned_table_1.csv,cleaned_table_4.csv,JOIN,Province/Canada,VALUE VALUE,1.0
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Advertising and promotion,VALUE,0.9609375
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Lower Middle Amortization and depletion,VALUE,0.8851224105461394
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Lower Middle Utilities and telephone/telecommunication,VALUE,0.9854721549636803
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Advertising and promotion,VALUE,0.9592760180995475
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Incorporation Status,VALUE,1.0
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Rent,VALUE,0.8275418275418276
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Lower Middle Rent,VALUE,0.9711111111111111
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,% of Businesses Reporting.4,VALUE,0.9171428571428571
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,% of Businesses Reporting.5,VALUE,0.9193548387096774
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Wages and Benefits,VALUE,0.9862385321100917
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,"Lower Middle Delivery, shipping and warehouse expense",VALUE,0.96
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Province/Canada,VALUE,1.0
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Insurance,VALUE,0.9913793103448276
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,"Top Quartile Delivery, shipping and warehouse expense",VALUE,0.896551724137931
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Repairs and maintenance,VALUE,0.9903846153846154
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Upper Middle Rent,VALUE,0.8302872062663186
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Closing Inventory,VALUE,0.8184663536776213
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Lower Middle Wages and Benefits,VALUE,0.8626760563380281
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Professional and business fees,VALUE,0.916955017301038
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,"Upper Middle Delivery, shipping and warehouse expense",VALUE,0.9621848739495799
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,VALUE,0.863568215892054
cleaned_table_1.csv,cleaned_table_5.csv,JOIN,Top Quartile Insurance,VALUE,0.9659735349716446
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Bottom Quartile Advertising and promotion,BEGIN_LRS,0.9140625
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.1,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.2,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,PERC_SINGLE_UNIT,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,DONUT_VOLUME_GROUP,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,MEDIAN_TYPE,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,AADT,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,PEAK_LANES,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,SN_D,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,NHS,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,URBAN_CODE,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,AT_GRADE_SIGNS,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,CURVES_A,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,COUNTY_CODE,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,ACCESS_CONTROL,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,SHOULDER_WIDTH_L,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,TYPE_SIGNAL,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,STD_VOLUME_GROUP,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,BEGIN_LRS,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,CLIMATE_ZONE,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,TURN_LANES_R,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,AVG_COMBINATION,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,VERT_ALIGN,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,NONATT_CODE,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,TURN_LANES_L,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,ROUTE_QUALIFIER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Incorporation Status,TYPE_TERRAIN,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.3,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Bottom Quartile Wages and Benefits,BEGIN_LRS,0.8944954128440367
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.4,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,"Lower Middle Delivery, shipping and warehouse expense",BEGIN_LRS,0.904
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Province/Canada,AADT,0.8235294117647058
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Province/Canada,URBAN_CODE,0.8823529411764706
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Province/Canada,BEGIN_LRS,0.8235294117647058
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Province/Canada,AVG_COMBINATION,0.8235294117647058
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Province/Canada,PERC_GREEN,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.5,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Bottom Quartile Insurance,SN_D,0.853448275862069
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Bottom Quartile Insurance,BEGIN_LRS,0.9655172413793104
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.6,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Bottom Quartile Repairs and maintenance,BEGIN_LRS,0.9038461538461539
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.7,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.8,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,"Upper Middle Delivery, shipping and warehouse expense",BEGIN_LRS,0.8235294117647058
cleaned_table_1.csv,cleaned_table_8.csv,JOIN,Quality Indicator.9,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_9.csv,JOIN,Incorporation Status,CLD_AMT_CODE_1,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Bottom Quartile Advertising and promotion,BEGIN_LRS,0.9296875
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.1,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.2,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,MEDIAN_WIDTH,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,TYPE_SIGNAL,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,HORZ_ALIGN,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,COUNTY_CODE,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,BEGIN_LRS,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,PEAK_LANES,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,WIDE_FEAS,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,PAVEMENT_TYPE,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,TURN_LANES_L,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,SECTION_LENGTH,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,URBAN_CODE,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,STANDARD_TRAFFIC_CATEGORY,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,AT_GRADE_OTHER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,PEAK_PARKING,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,SN_D,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,PSR,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Incorporation Status,ACCESS_CONTROL,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.3,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Bottom Quartile Wages and Benefits,BEGIN_LRS,0.8623853211009175
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.4,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,"Lower Middle Delivery, shipping and warehouse expense",BEGIN_LRS,0.904
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Province/Canada,MEDIAN_WIDTH,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Province/Canada,URBAN_CODE,0.8823529411764706
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.5,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Bottom Quartile Insurance,BEGIN_LRS,0.9655172413793104
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.6,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Bottom Quartile Repairs and maintenance,BEGIN_LRS,0.8798076923076923
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.7,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.8,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_13.csv,JOIN,Quality Indicator.9,ROUTE_NUMBER,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,CURVES_A,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,PERC_COMBINATION,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,HORZ_ALIGN,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,WIDE_FEAS,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,URBAN_CODE,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,THROUGH_LANES,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,DONUT_VOLUME_GROUP,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,SHOULDER_WIDTH_L,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,GF_SYSTEM,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,ACCESS_CONTROL,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,AT_GRADE_SIGNS,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,OWNERSHIP,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,AT_GRADE_OTHER,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,MEDIAN_TYPE,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,AT_GRADE_SIGNAL,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,PEAK_PARKING,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,GRADES_A,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,PSR,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,ROUTE_QUALIFIER,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,SHOULDER_TYPE,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Incorporation Status,VERT_ALIGN,1.0
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Province/Canada,PERC_COMBINATION,0.8235294117647058
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Province/Canada,URBAN_CODE,0.8823529411764706
cleaned_table_1.csv,cleaned_table_14.csv,JOIN,Bottom Quartile Insurance,CURVES_A,0.8017241379310345
cleaned_table_1.csv,cleaned_table_15.csv,JOIN,Incorporation Status,qj3_1,1.0
cleaned_table_1.csv,cleaned_table_15.csv,JOIN,Incorporation Status,QD1_2,1.0
cleaned_table_1.csv,cleaned_table_16.csv,JOIN,Incorporation Status,qj3_1,1.0
cleaned_table_1.csv,cleaned_table_16.csv,JOIN,Incorporation Status,QD1_2,1.0
cleaned_table_1.csv,cleaned_table_17.csv,JOIN,Incorporation Status,Variation Number Variation Number,1.0
cleaned_table_1.csv,cleaned_table_17.csv,JOIN,Province/Canada,Variation Number Variation Number,0.8823529411764706
cleaned_table_1.csv,cleaned_table_18.csv,JOIN,Incorporation Status,Variation Number Variation Number,1.0
cleaned_table_1.csv,cleaned_table_18.csv,JOIN,Province/Canada,Variation Number Variation Number,0.8235294117647058
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Advertising and promotion,c,0.984375
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Lower Middle Amortization and depletion,c,0.9340866290018832
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Lower Middle Utilities and telephone/telecommunication,c,0.9830508474576272
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Upper Middle Amortization and depletion,c,0.8261376896149358
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting,c,0.8877980364656382
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Advertising and promotion,c,0.9705882352941176
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Incorporation Status,c,1.0
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Rent,c,0.915057915057915
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.1,c,0.8
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Lower Middle Rent,c,0.9777777777777777
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.2,c,0.9394594594594594
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.3,c,0.9072625698324023
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.4,c,0.9728571428571429
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.5,c,0.9736070381231672
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Wages and Benefits,c,0.9954128440366973
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,"Lower Middle Delivery, shipping and warehouse expense",c,0.96
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Province/Canada,c,1.0
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Insurance,c,0.9913793103448276
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,"Top Quartile Delivery, shipping and warehouse expense",c,0.946360153256705
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Repairs and maintenance,c,0.9951923076923077
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Upper Middle Rent,c,0.9086161879895561
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Closing Inventory,c,0.8763693270735524
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Lower Middle Wages and Benefits,c,0.9119718309859155
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,% of Businesses Reporting.7,c,0.9407327586206896
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Bottom Quartile Professional and business fees,c,0.9342560553633218
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,"Upper Middle Delivery, shipping and warehouse expense",c,0.9621848739495799
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Upper Middle Utilities and telephone/telecommunication,c,0.9205397301349325
cleaned_table_2.csv,cleaned_table_3.csv,JOIN,Top Quartile Insurance,c,0.9754253308128544
cleaned_table_2.csv,cleaned_table_4.csv,JOIN,Incorporation Status,VALUE VALUE,1.0
cleaned_table_2.csv,cleaned_table_4.csv,JOIN,Province/Canada,VALUE VALUE,1.0
cleaned_table_2.csv,cleaned_table_5.csv,JOIN,Bottom Quartile Advertising and promotion,VALUE,0.9609375
cleaned_table_2.csv,cleaned_table_5.csv,JOIN,Lower Middle Amortization and depletion,VALUE,0.8851224105461394
cleaned_table_2.csv,cleaned_table_5.csv,JOIN,Lower Middle Utilities and telephone/telecommunication,VALUE,0.9854721549636803
