qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband,Yes,Rest of Scotland,x,2,Rest of Scotland,Skilled manual worker,,No,,No,0.0,,No,No,Slightly less,Very satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,Slightly less,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,East Anglia/East of England,,1,,Semi-skilled or unskilled manual worker,Essential,,No,,0.0,Yes,Yes,No,,Very satisfied,Yes,No,,No,,Yes,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,West Midlands,x,4,,Unemployed,Fairly important,No,No,No,2.0,Yes,No,No,No change,Very satisfied,,No,No change,Yes,No change,No,No,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
No,No,No,No,No,No,No,Working full time (30hrs+ per week),,East Anglia/East of England,X,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",Essential,Yes,No,No,1.0,No,Yes,Yes,,Fairly satisfied,,No,Slightly more,No,No change,No,Yes,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,Northern Ireland,x,1,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,No change,Fairly satisfied,No,No,No change,No,No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),,Rest of Scotland,X,2,,Skilled manual worker,Fairly important,,No,,0.0,No,No,No,No change,Fairly satisfied,No,No,Dont know,No,No change,No,,Fairly satisfied
Yes,No,No,No,Yes,Yes,No,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),No,Yorkshire/Humberside,competiton entries,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,No change,Fairly satisfied,No,No,No change,No,No change,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Midlands,X,1,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,No,South East,,1,South East,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,Yes,,0.0,No,No,No,,Fairly satisfied,No,No,,No,,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,North East,x,2,North East,Skilled manual worker,Fairly important,,,,2.0,No,No,No,No change,Fairly satisfied,,No,No change,Yes,No change,No,,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband,Yes,Northern Ireland,,2,Northern Ireland,Housewife / househusband,Not very important,No,Yes,No,4.0,Yes,No,No,Slightly more,Very satisfied,No,No,,No,No change No change No change No change No change No change No change,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North West,X,2,North West,"Intermediate managerial, administrative or professional",,,,,2.0,,No,No,No change,Very satisfied,No,No,Dont know,,Much less,Yes,,Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,Returns to companies Returns to companies Returns to companies Returns to companies Returns to companies Returns to companies,3,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,Slightly more,Yes,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,No,,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,East Midlands,X,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,London/Greater London,,2,,"High managerial, administrative or professional",Essential,No,No,No,1.0,No,No,No,,Fairly satisfied,,No,,No,,No,No,
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England,,2,East Anglia/East of England,,Essential,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,West Midlands,,2,West Midlands,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,Yes,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,South West,,2,,Unemployed,Essential,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,Northern Ireland,X,2,,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,No,,Dont know,,No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,Highlands & Isles of Scotland,X,2,Highlands & Isles of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,No change,Very satisfied,Yes,No,No change,Yes,No change,No,No,Fairly satisfied
No,No,No,Yes,,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,North West,X,1,North West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,4.0,Yes,No,No,No change No change,Very satisfied,No,,No change,Yes,No change,No,,Neither satisfied or dissatisfied
No,No,No,No,No,No,No,Working full time (30hrs+ per week),Yes,South East South East,,3,South East,"Intermediate managerial, administrative or professional",Not very important Not very important Not very important Not very important Not very important,,No,,0.0,No,Yes,No,No change No change No change No change No change No change No change No change,Neither satisfied or dissatisfied,,No,Slightly less,No,Slightly less,No,,Neither satisfied or dissatisfied
No,No,No,No,,No,Yes,Working full time (30hrs+ per week),,Northern Ireland,X,4,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,Yes,1.0,Yes,No,No,Much more,Fairly satisfied,No,,Much less,Yes,Much less,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,,1,Northern Ireland,Housewife / househusband,Essential,No,No,Yes,0.0,Yes,No,No,,I dont know,No,No,,Yes,,Yes,No,I dont know
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,West Midlands,,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,No,No,No,,Fairly satisfied,No,No,,No,,No,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,X,2,Northern Ireland,"Intermediate managerial, administrative or professional",Fairly important,No,Yes,No,2.0,Yes,No,No,Slightly less,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,,1,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential,Yes,No,Yes,2.0,Yes,Yes,No,,Very satisfied,Yes,No,,Yes,,Yes,Yes,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,East Midlands,x,2,East Midlands,Skilled manual worker,,No,,No,1.0,,No,No,Slightly more,Very satisfied,No,No,No change,,No change No change No change No change No change No change No change No change,No,No,Very satisfied
No,No,No,No,Yes,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,East Midlands,,2,East Midlands,"Intermediate managerial, administrative or professional",Essential,No,Yes,No,0.0,No,No,No,,Very satisfied,No,No,,No,,Yes,No,Very satisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week),,North East,X,1,North East,Semi-skilled or unskilled manual worker,Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,No,No,No,Slightly more,Very satisfied,No,No,No change,No,No change,Yes,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,East Midlands,,2,East Midlands,Housewife / househusband,Fairly important,No,No,No,0.0,Yes,Yes,Yes,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,North East,,2,North East,"Intermediate managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied,No,No,,No,,No,,Neither satisfied or dissatisfied
Yes,Yes,No,No,,No,,Working part time (8-29hrs per week),Yes,South East,,2,,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,No,No,No,No change,Very satisfied,No,No,,No,No change No change No change No change No change No change No change No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,South West,,2,South West,Skilled manual worker,Fairly important,No,Yes,No,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Neither satisfied or dissatisfied
Yes,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,Yes,0.0,Yes,Yes,No,Much more,Fairly satisfied,No,No,No change,Yes,Slightly less,Yes,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,North East North East North East North East North East North East North East North East North East,x,2,,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Very satisfied,,No,Dont know Dont know Dont know,,No change,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,North West,,2,,"Intermediate managerial, administrative or professional",Not very important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Very satisfied
No,No,No,No,,No,Yes,Working full time (30hrs+ per week),Yes,Wales,x,2,Wales,Skilled manual worker Skilled manual worker,Fairly important,Yes,No,Yes,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,,Dont know,Yes,No change,No,No,Fairly satisfied Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,South West,,2,,"Intermediate managerial, administrative or professional",Essential,No,No,Yes,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,No,,No,No,Fairly dissatisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,South West,x,1,South West,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Neither satisfied or dissatisfied,Yes,,No change,,No change,No,,Neither satisfied or dissatisfied
Yes,Yes,No,No,No,No,Yes,Working full time (30hrs+ per week),No,Wales,x,3,,Skilled manual worker,Essential,,Yes,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,No,,Very satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Much less,Fairly satisfied,No,No,Dont know,,Much less,No,No,Fairly satisfied
No,No,No,No,No,,Yes,Working part time (8-29hrs per week),Yes,East Anglia/East of England,,2,East Anglia/East of England,Skilled manual worker,Fairly important,No,No,No,2.0,Yes,No,No,Much more,Very satisfied,No,No,,Yes,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,Yes,No,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,South West,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know,,No change,No,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Midlands,X,2,,Skilled manual worker,,No,,No,0.0,,No,No,Much more,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Northern Ireland,x,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Very satisfied,,No,Dont know,,No change,No,No,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) student,Yes,West Midlands,X,4,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,No,No,Slightly less,Very satisfied,,No,Dont know,,No change,Yes,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),No,North East,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,Yes,,No,No,Working full time (30hrs+ per week),,Rest of Scotland,X,2,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Essential,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,,No change,Yes,Slightly more,No,,Fairly satisfied
Yes,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,South West,X,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,1.0,No,No,No,No change,Very satisfied,,No,No change,No,No change,No,No,Very satisfied
Yes,Yes,No,,No,No,No,Not working (less than 8hrs per week) retired,,East Midlands,X,2,,Skilled manual worker,Irrelevant,,Yes,,0.0,No,No,No,No change,Fairly satisfied,,No,No change,No,No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,Wales,X,4,Wales,"High managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,Yes,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,South West,X,1,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,,,,0.0,,No,No,,Very satisfied,No,No,Dont know Dont know Dont know,,No change,No,,Very satisfied
Yes,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,Yorkshire/Humberside,,3,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,No,,1.0,Yes,Yes,No,Slightly less,Very satisfied,No,No,,Yes,No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,,2,Wales,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,2.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) retired,,London/Greater London,,2,,"Intermediate managerial, administrative or professional",Essential,No,No,No,3.0,Yes,Yes,No,Slightly more,Fairly satisfied,No,No,,Yes,No change No change No change No change No change,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,Slightly more,No,Yes,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,South West,X,2,South West,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,Dont know,,No change No change No change No change No change No change,No,No,Fairly dissatisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,Rest of Scotland,X,3,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,Yes,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,Yes,No,Yes,,No,Yes,Not working (less than 8hrs per week) retired,,Wales,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,2.0,No,No,No,Slightly more,Very satisfied,No,,No change,Yes,No change,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,Northern Ireland,x,6,Northern Ireland,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,,No,Dont know,,Slightly more,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Not very important,No,No,No,2.0,No,Yes,No,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,,,,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,Northern Ireland,x,3,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,No,No,No change,Very satisfied,No,No,Dont know,,No change,Yes,No,Very satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,3,,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Very satisfied,,No,Dont know,,No change,No,No,Very satisfied
No,No,No,Yes,,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,Yes,0.0,Yes,No,No,No change,Fairly satisfied,No,,Dont know,Yes,No change,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,,North West,,1,North West,Unemployed,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,Yes,,5.0,No,Yes,No,No change,Fairly dissatisfied,No,No,,Yes,Slightly less,Yes,,Neither satisfied or dissatisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,London/Greater London,X,1,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Very satisfied,No,No,Dont know,Yes,No change,Yes,,Very satisfied
Yes,No,No,No,No,No,No,Working full time (30hrs+ per week),No,North West,x,1,,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,Dont know,Yes,No change,No,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,No change,Fairly satisfied,No,No,No change,,Slightly more,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),,South West,x,4,South West,Semi-skilled or unskilled manual worker,,,,,0.0,,Yes,No,Much less,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,London/Greater London,x,2,London/Greater London,"Intermediate managerial, administrative or professional",Fairly important,Yes,No,Yes,0.0,Yes,Yes,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,Yes,No,No change,Yes,No change,Yes,No,Fairly satisfied
,,,,No,,No,Not working (less than 8hrs per week) retired,No,South East,X,2,South East,Student,,,,,0.0,,Yes,No,Much less,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
Yes,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,Yes,No,No change No change No change No change No change No change,Fairly satisfied,,No,,Yes,No change,No,Yes,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,Northern Ireland,xxxx,1,Northern Ireland,"Intermediate managerial, administrative or professional",,No,,No,1.0,,No,No,No change No change No change No change No change No change No change No change No change,Very satisfied,No,,No change,,No change,No,No,Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,,North East,X,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,Yes,No change,Neither satisfied or dissatisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,South East,,2,South East,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,Yes,No change,Fairly satisfied,No,No,,Yes,No change,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,East Anglia/East of England,x,2,East Anglia/East of England,Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,Yes,Dont know,,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,East Midlands,X,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly less,Fairly satisfied,No,No,Dont know,,Much less,No,No,Fairly satisfied
No,No,Yes,No,Yes,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,London/Greater London,No,2,London/Greater London,Unemployed,Fairly important,No,Yes,Yes,2.0,No,Yes,No,No change,Very satisfied,,No,Much more,No,Slightly less,No,No,Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Yorkshire/Humberside,X,1,Yorkshire/Humberside,Unemployed,,,,No,0.0,,No,No,No change,Very satisfied,No,,Dont know,,No change,No,No,Very satisfied
Yes,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,No,Rest of Scotland Rest of Scotland Rest of Scotland,X,2,,Skilled manual worker,Irrelevant,,No,,0.0,Yes,No,No,Slightly less,,No,No,No change,Yes,Much less,No,,Very satisfied
No,No,No,No,Yes,No,No,,,Rest of Scotland,x,3,Rest of Scotland,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,West Midlands,X,2,West Midlands,Skilled manual worker,,No,,No,0.0,,No,No,No change,Very satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,West Midlands,,3,West Midlands,Skilled manual worker,Essential,No,No,No,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,Yes,,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) student,,South East,x,3,South East,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,No,No,No change,No,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,Yes,No,Fairly satisfied
Yes,No,No,No,Yes,No,No,Working part time (8-29hrs per week),,North West,X,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,Yes,2.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
Yes,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Rest of Scotland,,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Fairly important,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,South West,X,1,South West,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,Yes,Yes,No,No change,Fairly dissatisfied,No,No,No change,Yes,No change,No,,Fairly dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,Yorkshire/Humberside,x,3,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,No change,,No change,No,,Fairly satisfied
No,No,No,No,No,No,No,Working full time (30hrs+ per week),,London/Greater London,x,1,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change No change No change No change No change No change,Yes,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,East Anglia/East of England,x,1,East Anglia/East of England,Housewife / househusband,,No,,No,0.0,,No,No,Much more,Very satisfied,No,No,Dont know,,No change,No,No,Very satisfied
,,,,,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,North West,X,2,,Housewife / househusband,,No,,No,2.0,,No,No,Slightly more,Very satisfied,No,,Dont know,,Slightly more,No,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),,East Anglia/East of England,x,2,,Skilled manual worker,Essential,,No,,0.0,No,No,No,Slightly more,Fairly satisfied,No,No,No change,Yes,Slightly more,Yes,,Fairly satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,,South East,X,1,South East,Skilled manual worker,Not very important,No,Yes,No,1.0,No,I dont know,No,No change,Fairly satisfied,,,No change,Yes,No change,Yes,No,Neither satisfied or dissatisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,,Northern Ireland,x,1,,Unemployed,Fairly important,,No,,0.0,Yes,No,No,Much less,Very satisfied,,No,Dont know,Yes,No change,,,Very satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,South West,,1,South West South West South West South West South West South West South West South West,Semi-skilled or unskilled manual worker,Essential,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,No,,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),,North West,X,2,,"High managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Very satisfied,Yes,No,No change,Yes,No change,Yes,,Very satisfied
