qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No No No No No No No No No,No,No,No No No No No No,,No,Yes,Not working (less than 8hrs per week) retired,Yes,Rest of Scotland,,1,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,Yes,0.0,Yes,No,No,,Very satisfied,,,,Yes Yes Yes Yes Yes Yes,,Yes,No,Very satisfied
No,No No No No No No No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,Yorkshire/Humberside,,3,Yorkshire/Humberside,"Intermediate managerial, administrative or professional",Not very important,No,Yes,No,0.0,Yes,No,No,Much more,Fairly satisfied,,No,Dont know,No,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,East Midlands,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,1.0,,No,No,No change,Fairly dissatisfied,No,No,Dont know,,No change,No,,Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied
No,No,No,No,,No,Yes,Working full time (30hrs+ per week),Yes,East Midlands East Midlands East Midlands East Midlands East Midlands,,4,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,,,No,,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,East Anglia/East of England,X,2,,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",,Yes,,Yes,0.0,,No,No,Slightly more,Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,Slightly more,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",,No,,Yes,1.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Slightly less,Yes,No,Fairly satisfied
No,No No No No No No No No No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),,East Midlands,x,3,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,Yes,,0.0,No,No,No,No change No change No change No change No change No change No change No change No change,Very satisfied,No,No,No change,No,No change,No,,Very satisfied
No,Yes,No,Yes,,No,No No,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,,East Midlands,x,2,,"Intermediate managerial, administrative or professional",Essential,,Yes,,1.0,No,No,No,No change,Very satisfied,No,,No change,No,No change,No,,Very satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,London/Greater London,dont know,2,London/Greater London,"Intermediate managerial, administrative or professional",,,,,1.0,,Yes,No,Slightly less,Neither satisfied or dissatisfied,,No,No change,,No change,No,,Fairly satisfied
Yes,No,No,No,,Yes,No,Not working (less than 8hrs per week) retired,,South West,X,2,,"High managerial, administrative or professional High managerial, administrative or professional High managerial, administrative or professional High managerial, administrative or professional",Fairly important,No,No,Yes,0.0,No,No,No,No change,Very satisfied,,,No change,No,No change,No,No,Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,No,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,No,[],Dont know,,Slightly less,No,,Very satisfied
Yes,No,No,No,,No,No,Working full time (30hrs+ per week),Yes,East Anglia/East of England,x,2,,Skilled manual worker,Essential,No,No,No,0.0,Yes,No,No,No change,Fairly satisfied,No,,No change,Yes,No change,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,West Midlands,More,2,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,Yes,,No,3.0,,No No No No,No,No change,Fairly satisfied,,No,Slightly more,,Slightly less,No,No,Fairly satisfied
Yes,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),No,South East South East,,4,,"High managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied,,No,,Yes,No change,No No No No No,,Very satisfied
Yes,No,No,No,No,No,No,Not working (less than 8hrs per week) retired,No,South East,,2,South East,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,Slightly more,Fairly satisfied,No,No,,Yes,Much less,No,No,Fairly satisfied
,,,,No,,[],Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,X X X X X X X X X,3,Wales Wales Wales Wales Wales,Skilled manual worker,,,,,1.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,Slightly more,Yes,,Fairly satisfied
No,No,No,Yes,,No,Yes Yes,Not working (less than 8hrs per week) retired,,South East,X,2,South East,Skilled manual worker,Essential,No,No,No,0.0,No,No,No,Slightly less,Fairly satisfied,No,,Dont know,Yes,Slightly less,No No No No No No,No,Fairly satisfied
No,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,No,Wales,,2,Wales,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,,Fairly satisfied,No,No,,No,,No,,Fairly satisfied
No No No No No,No,No,Yes,,No,No,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),No,West Midlands,,2,,Skilled manual worker,Fairly important,,No,,0.0,Yes,No No No No No No No No No,No,,Fairly satisfied,No,,,No,,No,,Fairly satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),Yes,London/Greater London,,2,,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,3.0,[],No,No,,Fairly dissatisfied,No,No,,No,,No,Yes,Fairly satisfied
Yes,No,No,No,[],No,Yes,Working full time (30hrs+ per week),No,Northern Ireland,X,2,,Skilled manual worker,Essential Essential Essential Essential Essential Essential Essential Essential Essential,,No,,0.0,Yes,No,No No No,No change,Very satisfied,No,No,Dont know,Yes,No change,No,,Very satisfied
,,,,No,,Yes Yes Yes Yes Yes Yes Yes Yes Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,London/Greater London,X X X X X X X X X,1,London/Greater London,Housewife / househusband,,,,,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Much less,Yes,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),No,East Midlands,X X X X X X X X X,1,East Midlands,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,Dont know,Very satisfied,No,No,Dont know,No,Much less Much less Much less Much less Much less Much less,No,,Fairly satisfied
No No No No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,South East,X,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,3.0,Yes,No,No,Slightly less,Fairly satisfied,No No No No No No No No No,No,Slightly less,Yes,Slightly less,No,,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,London/Greater London,x,2,London/Greater London London/Greater London,Skilled manual worker,,,,,1.0,,No,No,Dont know,Fairly satisfied,,No,Dont know,,Slightly more,No,,Fairly satisfied
No,No,No No No No No No No No,No,Yes,No,Yes,Not working (less than 8hrs per week) \x96 unemployed/ looking for work Not working (less than 8hrs per week) \x96 unemployed/ looking for work Not working (less than 8hrs per week) \x96 unemployed/ looking for work Not working (less than 8hrs per week) \x96 unemployed/ looking for work Not working (less than 8hrs per week) \x96 unemployed/ looking for work,Yes,Rest of Scotland,,3,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Fairly important,Yes,No,No,0.0,No,No,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly satisfied
No No No No No No No No,No,[],Yes,No,No,Yes,Working part time (8-29hrs per week),No,North East North East North East North East North East North East North East,,1,North East,Semi-skilled or unskilled manual worker,Essential,,No,,2.0,Yes,No,No,,[],No,No,,No,,No,,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Northern Ireland,x,2,Northern Ireland,Unemployed Unemployed Unemployed Unemployed Unemployed Unemployed Unemployed Unemployed,,No,,No,0.0,,Yes,No,Slightly more,Fairly satisfied,No,No,Dont know,,Slightly more,No,No No No No No,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,North East,x,3,North East,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Very satisfied,No No No,No,Dont know,,No change,No,No,Very satisfied
,,,,,,No,Working part time (8-29hrs per week),No,Rest of Scotland,X,1,,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Fairly satisfied,,,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England,X,1,East Anglia/East of England,Housewife / househusband,,No,,No,0.0,,No,No,No change,Fairly satisfied,No,,Dont know,,Slightly less,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No No No No No No,No,No,No,,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Yorkshire/Humberside,,1,Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside Yorkshire/Humberside,Skilled manual worker,Irrelevant,No,Yes,No,0.0,Yes,No,Yes,,Neither satisfied or dissatisfied,No,,,Yes,,No,No,Fairly dissatisfied
No No No No No No No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No No No,Rest of Scotland,,1,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,Skilled manual worker,Fairly important,,Yes,,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No No No No No No No,No,,Yes,,No,,Neither satisfied or dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student,Yes,West Midlands,X,3,West Midlands,"Intermediate managerial, administrative or professional",,No,,No,0.0,,Yes,No,Slightly more,Very satisfied,No,No,Dont know,,No change,No,No No No No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No No No No No,No change No change No change No change,Fairly satisfied,No,No,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,South East,,1,South East,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Fairly important,No,Yes,Yes,1.0,No,No,No,,Very satisfied,No,No,,No No No No No No No No,,[],No,Very satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No No,,0.0,Yes,No,No No No No No No No,,Neither satisfied or dissatisfied,Yes,No,,Yes,,No,,Fairly satisfied
No,No,No,No,Yes,No,No,Not working (less than 8hrs per week) student,No No No,West Midlands,X,4,West Midlands,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,Much less,Fairly satisfied,No No No No No No No,No No No No,No change,Yes,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,No,,Fairly satisfied
No,No,No,Yes Yes Yes Yes Yes,,No No No No No,Yes,Working part time (8-29hrs per week),Yes,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,Yes,2.0,No,Yes,No,Much more,Fairly satisfied,No,,No change,Yes,No change No change No change No change No change No change,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) student,No,East Anglia/East of England,x x x x x,2,[],Student,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,,No,Yes,Working full time (30hrs+ per week),No,Wales,x,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,I dont know,No,Much less,Fairly satisfied,No,,Much less,No,Much less,[],No,Very satisfied
,,,,,,Yes,Working part time (8-29hrs per week),No,Rest of Scotland,x,2,Rest of Scotland,Skilled manual worker,,No,,No,3.0,,No,Yes,No change No change No change No change No change No change No change No change,Very satisfied,No,,Dont know,,Slightly more,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,3,Rest of Scotland,"High managerial, administrative or professional",,No,,No,2.0,,Yes,No,No change,Fairly satisfied,Yes,No,Dont know,,Slightly more,No,No,Fairly satisfied
No No No No No No No No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,North East,,2,North East,Skilled manual worker,Essential,No,No,No No No,0.0,Yes,Yes Yes Yes Yes,Yes,,Fairly satisfied,No,,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,Rest of Scotland,X,2,,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No No No No No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,[],No,[],Fairly satisfied
No,No,No,Yes Yes Yes Yes Yes Yes Yes,No,No,Yes,Working full time (30hrs+ per week),,Wales,,2,Wales,Skilled manual worker,Fairly important,No,No,No,0.0,No,No No No No No No No No No,No,Much more,Very satisfied,No,No,,Yes,Much more,No No,No,Fairly satisfied
No,[],No,Yes,Yes,No,No,Working full time (30hrs+ per week),No,North East,none,1,,Semi-skilled or unskilled manual worker,Essential,No,No,No,0.0,No,No,No,Much less,Fairly satisfied,No,No,Much less,No No No,Much less,No,No,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,X,1,,Unemployed,,,,,0.0,,No No No No No No No,No,No change,Very satisfied,No,No,No change,,No change,No,,[]
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,Yes,North East,,2,North East,Skilled manual worker,Not very important,No,Yes,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No No,No,[],0.0,Yes,No,No No No No,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,Fairly satisfied,No,No,Slightly more,Yes Yes Yes,Slightly more,No,Yes,Fairly satisfied
No,Yes,No No No No No No No No No,No,,No,No,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,West Midlands,,3,West Midlands,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,No,[],No,,Fairly satisfied,,,,No,,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,South East,,3,South East South East South East South East South East South East South East,Skilled manual worker,Not very important,,No,,2.0,No,No,No,,Very satisfied,No,[],,Yes,,Yes,,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,No,North East,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No No No No,No No No No No No No No,No change,,No change,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,East Anglia/East of England,X,4,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,Skilled manual worker,,No,,No,0.0,,Yes,No,No change,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,Dont know,,No change,Yes,No,Neither satisfied or dissatisfied
No,No,No,Yes,,Yes,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,Rest of Scotland,,1,,Housewife / househusband,Essential,,No,,0.0,No,No,No,,Very satisfied,,,,No,,No,,Very satisfied
No,No,Yes,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland Rest of Scotland,,3,,"High managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,No,Slightly more,Neither satisfied or dissatisfied,No,No,,No,No change,No,No,Fairly satisfied Fairly satisfied
Yes,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Wales,,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,Yes,0.0,No,Yes,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,No No No No No No No No No,Rest of Scotland,X,3,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No No No,No,No,0.0,No,No,No,Slightly less,Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
,,,,,,No No No No No No No No No,Working part time (8-29hrs per week),No,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,,,Dont know,,No change No change No change No change No change,No,,Fairly satisfied
No,No,No,No No No No No No No,Yes,No,Yes,Working part time (8-29hrs per week),No,Northern Ireland,,3,Northern Ireland,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,,Very satisfied,Yes,No,,Yes,,No,No,Very satisfied
No,Yes,No No No No No No No,No,No,No,No No No No No No No,Not working (less than 8hrs per week) retired,No,London/Greater London,x,2,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No,20.0,Yes,No,No,Slightly less,Very satisfied,No,No,Dont know,Yes,Much less,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Northern Ireland,,2,Northern Ireland Northern Ireland Northern Ireland Northern Ireland,Housewife / househusband,Fairly important,No,Yes,No,0.0,Yes,No,Yes,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,Yes,No,No,No,No,No,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,South West,,2,,"Intermediate managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important,No,Yes,No No No No No No No No,1.0,No No No No,No,No,,Fairly satisfied,No,No,,No,,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes Yes Yes Yes Yes Yes Yes Yes,Northern Ireland,X,4,Northern Ireland,"High managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,No change,,No change,Yes Yes,No,Very satisfied
,,,,No No No No,,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,X,2,West Midlands,Skilled manual worker,,No,,No,0.0,,No,No,No change No change No change No change No change No change,Very satisfied,Yes Yes Yes Yes Yes Yes Yes Yes Yes,No,No change,,No change,No,No,Very satisfied
Yes,Yes,No,No No No No,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,North West,,1,,"High managerial, administrative or professional",Essential,No,Yes Yes Yes Yes,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes Yes Yes Yes Yes Yes Yes,,No,No,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) housewife/ househusband,Yes,South West,X,3,South West,Housewife / househusband,,No,,Yes Yes Yes Yes Yes,0.0,,No,No,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,No change,Yes,No,Very satisfied
No,No,No,Yes,Yes Yes,No,Yes,Not working (less than 8hrs per week) student,No,West Midlands,X,3,West Midlands,Skilled manual worker,Essential,,No,,0.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,Yes,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,North East North East North East North East North East,,1,North East,Skilled manual worker,Essential,,No,,2.0,Yes,No,No,,Fairly satisfied,No,No No No No No No No No,,No,,Yes,,Fairly satisfied
No,No,No,No,,No No No No No No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,[],XX,1,East Midlands,Housewife / househusband,Essential Essential Essential Essential Essential Essential Essential,,No,,0.0,Yes,No No No No No No No,No,Much less,Neither satisfied or dissatisfied,No,,No change,Yes Yes Yes,Much less,No,,Neither satisfied or dissatisfied
No,No,No,Yes Yes Yes Yes,,No,Yes,Working part time (8-29hrs per week),No,South West,,4,South West,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,No,No,Yes Yes Yes Yes Yes Yes Yes Yes,No No No No No No,Yes,Not working (less than 8hrs per week) retired,Yes Yes Yes Yes Yes,East Anglia/East of England,,1,East Anglia/East of England,"Intermediate managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,No,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No No No No No,No,,Yes,,No,No,Neither satisfied or dissatisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,North West,X,2,North West,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,West Midlands,,2,West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands,Unemployed,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,No No No No No No No No No,No No No,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,London/Greater London,X,2,London/Greater London,"Intermediate managerial, administrative or professional",,No,,No,3.0,,No,No,Much more Much more Much more Much more Much more,Fairly satisfied,,No No No No No No No,Dont know,,Slightly more,Yes,Yes,Fairly satisfied
,,,,No,,No,Working part time (8-29hrs per week),Yes,West Midlands,X,2,West Midlands,Skilled manual worker,,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No No No No No No No No,No,No No No No No No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No No No,East Anglia/East of England,,1,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No No No No No No No No No,No,No,,Neither satisfied or dissatisfied,Yes,No No No No No No No,,Yes Yes Yes Yes Yes Yes Yes,,Yes,No No,Neither satisfied or dissatisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,South West,,1,South West,Housewife / househusband,Essential,No,No,No,0.0,Yes,Yes,No,,Fairly satisfied,[],No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,London/Greater London,,2,London/Greater London,"Intermediate managerial, administrative or professional",Not very important,No No No No No No No,Yes,No,0.0,Yes,No,No,,Very satisfied,Yes,No,,Yes,,Yes,No No No No No No No No,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) student,,Northern Ireland,,6,Northern Ireland,Student,Not very important,No,No,No,0.0,Yes,No,No,Much more,Fairly satisfied,No,No,,Yes Yes Yes,No change,No,No,Fairly satisfied
No,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,,2,Wales Wales Wales Wales Wales Wales Wales Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
Yes,Yes,No,No,No,No,No,Not working (less than 8hrs per week) retired,Yes,North East,X,2,North East,Skilled manual worker,Fairly important,No,Yes,No,0.0,Yes,No,No,No change,Very satisfied,No,No,No change No change No change No change No change No change No change,Yes,No change,No,No,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,London/Greater London,X,3,[],Skilled manual worker,,No,,No,7.0,,Yes,No,Slightly more,Very satisfied,,No No No No No No No No No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) retired,No,West Midlands,,2,West Midlands,Skilled manual worker,Essential,,No,,0.0,No,No,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,,,Yes,,No,,Fairly satisfied
Yes,No,No No No,No,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,3,West Midlands,Semi-skilled or unskilled manual worker,[],No,No No No No No No No No,No,2.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,Yorkshire/Humberside,X,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Irrelevant,,No,,1.0,Yes,No,No,Slightly less,Fairly satisfied,No,No No No No No No No No,No change,Yes,No change No change No change No change No change No change No change No change,Yes,,Fairly satisfied
No,Yes,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,North West,No,1,North West,Housewife / househusband,Essential,No,No,No,5.0,No,No,No,No change,Fairly satisfied,No,No,No change,No,Slightly less,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,,Fairly satisfied
