MEDIAN_WIDTH,SURV_G,TYPE_SIGNAL,K_FACTOR,SURV_D,IS_SAMPLE,SPEED_LIMIT,SURV_E,HORZ_ALIGN,PEAK_CAPACITY,COUNTY_CODE,INTER_ROUTE_NUMBER,TRUCK_ROUTE,BEGIN_LRS,SECTION_ID,PEAK_LANES,WIDE_FEAS,PAVEMENT_TYPE,TURN_LANES_L,ROUTE_NUMBER,SECTION_LENGTH,CURVES_C,SAMPLING_TECH,VSF,LRS_ID,SURV_H,IS_GROUPED,URBAN_CODE,SURV_C,STANDARD_TRAFFIC_CATEGORY,AT_GRADE_OTHER,F_SYSTEM,PEAK_PARKING,AADT,SN_D,TOLL,SURV_I,PSR,ACCESS_CONTROL,YEAR_RECORD,TYPE_FACILITY
0,0,1,11,0,1,25,0,0,1497,103,0,0,0.13,143553,2,5,5,4,0,0.429,0.0,0,0.83,208600,0,0,327,0,5,0,16,3,17200,6.0,0,0,3.6,3,2004,2
0,0,1,8,0,1,25,0,0,1455,1,0,0,1.901,169002100,1,1,4,3,PR 169,1.553,0.0,0,0.43,16900,0,0,214,0,4,18,16,3,13000,3.1,0,0,3.7,3,2004,2
0,0,1,9,0,1,35,0,0,955,65,0,0,0.0,235018000,1,5,4,4,0,0.5,0.0,0,0.34,0,0,0,0,0,3,5,16,1,6441,4.5,0,0,3.1,3,2004,2
0,0,0,9,0,1,55,0,4,1390,91,0,1,0.247,4.60009E+11,2,5,6,0,12,7.309,0.341,0,0.36,946403,0,0,0,0,2,11,2,0,5543,5.1,0,0,0.0,3,2004,2
0,0,4,23,0,1,50,0,0,1347,71,0,0,5.568,08Y549035000,1,5,4,4,0,0.5,0.0,0,0.56,000000Y54901,0,0,391,0,3,1,16,2,6450,3.2,0,0,2.0,3,2004,2
0,0,2,9,0,1,55,0,0,1236,329,0,0,0.0,108101M00000,1,5,2,3,_FM0715_,0.23,0.0,0,0.16,000FM0715000,0,0,197,0,2,1,16,3,3500,2.6,0,0,0.0,3,2004,2
68,0,4,12,0,1,65,0,0,8398,3,384,1,3.31,A384003310,4,5,6,0,384,0.37,0.0,0,0.54,384000,0,0,47,0,2,0,11,3,49900,6.5,0,0,0.0,1,2004,2
0,0,4,11,0,1,25,0,0,1732,103,0,0,0.1,142284,1,5,4,0,0,0.628,0.0,0,0.2,715000,0,0,327,0,2,0,16,3,4660,2.1,0,0,3.6,3,2004,2
0,0,0,10,0,1,30,0,3,2514,39,0,0,7.19,2.00053E+11,2,3,4,0,0000009W,0.63,0.0,0,0.52,0009W1304100,0,0,0,0,4,8,6,0,12857,3.3,0,0,2.3,3,2004,2
0,0,0,11,0,1,55,0,3,1279,61,0,0,0.0,13103500070A,2,5,3,0,PA350,0.675,0.0,0,0.24,0,0,0,0,0,2,2,7,0,2692,2.3,0,0,0.0,3,2004,2
0,0,4,10,0,1,35,0,0,1426,7,0,0,0.393,10460180040A,1,2,6,5,PA018,0.282,0.0,0,0.26,4601800,0,0,9,0,3,3,14,2,6548,7.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,30,0,0,1365,5,0,0,0.02,2033114,1,5,3,0,0,0.11,0.0,0,0.05,320017000,0,0,145,0,1,0,14,1,1124,4.5,0,0,4.0,3,2004,2
22,0,4,10,0,1,55,0,0,8694,157,40,1,14.96,I04001014960,4,5,6,0,40,0.69,0.0,0,0.96,79I004000100,1,0,34,0,7,0,11,3,150790,6.9,0,0,0.0,1,2004,2
0,0,4,13,0,1,35,0,0,2951,139,0,0,3.99,20017003990,2,5,4,1,17,0.23,0.0,0,0.43,2001700,0,0,0,0,4,1,14,3,16000,3.5,0,0,4.1,3,2004,2
0,0,4,14,0,1,35,0,2,1641,157,0,0,0.322,5.14301E+11,1,5,4,4,0,0.9,0.0,0,0.33,7.90514E+11,0,0,34,0,4,2,17,3,5870,3.1,0,0,3.5,3,2004,2
0,0,4,9,0,1,25,0,0,1457,107,0,0,1.448,5.4016E+11,1,1,4,4,16,0.22,0.0,0,0.2,0,0,0,273,0,3,4,16,3,5300,3.4,0,0,3.9,3,2004,2
40,0,4,10,0,1,55,0,0,3245,47,0,1,0.0,2431  xx0000,2,3,4,0,64,0.51,0.0,0,0.13,2431  0000,0,0,0,0,2,0,14,3,7200,4.5,0,0,0.0,3,2004,2
0,0,4,9,0,1,45,0,0,1569,1,0,0,7.918,176934,1,5,2,4,0,0.14,0.0,0,0.1,11019000,0,0,196,0,3,1,17,3,2543,2.0,0,0,3.7,3,2004,2
20,0,2,9,0,1,35,0,0,2783,79,0,1,6.291,14000930140B,2,5,3,3,PA093,0.305,0.0,0,0.44,40009300,0,0,449,0,6,1,14,3,24432,4.1,0,0,0.0,3,2004,2
0,0,1,10,0,1,30,0,0,1949,53,0,0,0.17,1.2128E+11,3,3,6,3,0,0.4,0.0,0,0.35,326800,0,0,20,0,3,5,14,2,6592,3.0,0,0,3.0,3,2004,1
0,0,4,10,0,1,45,0,0,3383,91,0,0,5.858,67010003640,2,5,6,0,67,0.19,0.0,0,0.07,0,0,0,211,0,2,0,16,3,4400,3.4,0,0,0.0,3,2004,2
60,0,4,8,0,1,65,0,1,3757,47,0,1,15.37,35015370,2,5,4,0,US000035,1.3,0.0,0,0.13,3500,0,0,0,0,2,0,12,3,11415,4.4,0,0,4.1,1,2004,2
0,0,4,11,0,1,25,0,0,1507,13,0,0,0.0,SCI000000155,1,4,3,2,0,0.36,0.0,0,0.2,,0,0,238,0,3,5,17,1,4748,3.0,0,0,2.4,3,2004,2
0,0,4,11,0,1,30,0,0,1698,5,0,0,2.736,DQ0073001700,1,4,4,4,73,0.41,0.0,0,0.08,0,0,0,240,0,1,2,16,3,2200,2.6,0,0,4.3,3,2004,2
0,0,2,11,0,1,40,0,0,3513,29,0,0,2.994,234401M00010,2,5,4,3,_FM3487_,0.296,0.0,0,0.93,000FM3487000,0,0,28,0,9,0,14,3,53000,4.5,0,0,0.0,3,2004,2
0,0,4,12,0,1,40,0,0,1681,55,0,0,1.32,82836000820,1,3,4,4,728-8,0.35,0.0,0,0.16,8283600,0,0,218,0,3,2,17,3,3600,3.4,0,0,0.0,3,2004,2
0,0,1,9,0,1,25,0,0,817,147,0,0,0.1,7.30005E+11,1,1,5,4,SR00045,0.14,0.0,0,0.58,000SR0004500,0,0,0,0,2,0,14,2,9289,8.0,0,0,0.0,3,2004,2
59,0,4,10,0,1,50,0,0,3621,55,0,1,0.73,54528B0061AH,2,5,6,4,61,0.23,0.0,0,0.22,000000AA2800,0,0,243,0,5,1,14,3,15600,5.2,0,0,0.0,2,2004,2
70,0,4,10,0,1,70,0,0,3901,29,0,1,441.543,002407M05005,2,5,4,4,_US0090_,1.055,0.0,0,0.31,000US0090000,0,0,28,0,1,1,12,3,23581,4.6,0,0,0.0,2,2004,2
30,0,3,9,0,1,55,0,0,2558,113,0,0,20.05,5.803E+11,2,5,4,2,US   98,2.345,0.0,0,0.76,5803000000,0,0,125,0,8,21,14,3,39000,4.0,0,0,3.0,3,2004,2
0,0,4,10,0,1,35,0,0,1665,63,0,0,0.0,41116000400,1,4,4,4,1116,0.66,0.2,0,0.55,4111600,0,0,173,0,5,5,16,3,17000,3.4,0,0,4.8,3,2004,2
0,1,4,10,0,1,25,0,0,344,510,0,0,0.0,1016000000,1,5,4,4,0,0.313,0.0,0,0.42,0,0,0,429,0,3,3,17,2,2650,3.1,0,0,2.4,3,2004,2
0,0,4,8,0,1,30,0,0,1704,295,0,0,9.447,70400205870,1,4,4,0,0,0.37,0.0,0,0.31,2.95207E+11,0,0,86,0,4,0,16,3,12330,3.4,0,0,3.4,3,2004,2
56,0,4,10,0,1,55,0,0,6279,157,0,0,3.01,S38501003010,3,5,4,0,385,0.56,0.0,0,0.9,79SR38500100,0,0,34,0,4,0,12,3,92060,5.1,0,0,0.0,1,2004,2
14,1,3,9,0,1,45,0,0,2828,3,0,0,53.424,604033196,2,5,4,3,604,0.464,0.0,0,0.24,0,0,0,170,0,4,0,16,3,13800,4.0,0,0,2.6,3,2004,2
0,0,4,11,0,1,55,0,0,3065,191,0,1,31.954,288862,2,5,5,4,9,0.307,0.0,0,0.18,900,0,0,0,0,3,1,16,3,7600,7.0,0,0,3.1,3,2004,2
0,0,4,11,0,1,40,0,0,1665,65,0,0,17.767,S31701011040,1,5,4,4,317,1.07,0.24,0,0.31,33SR31700100,0,0,86,0,3,5,16,3,7210,3.4,0,0,0.0,3,2004,2
4,0,4,10,0,1,35,0,0,1665,55,0,0,0.0,3.00815E+11,1,2,6,0,0000940U,0.15,0.0,0,0.45,0940U4301100,0,0,39,0,4,0,16,3,12900,7.0,0,0,3.5,1,2004,2
46,0,0,13,0,1,70,0,1,3581,61,40,1,361.67,10040361670,2,5,4,0,40,2.26,0.0,0,0.4,1004000,0,0,0,0,2,0,1,0,18000,6.0,0,0,4.8,1,2004,2
25,0,4,12,0,1,65,0,0,6168,119,440,1,4.63,4.4001E+11,3,4,5,0,440,0.53,0.0,0,0.61,44001000,0,0,92,0,3,0,11,3,52600,12.0,0,0,0.0,1,2004,2
0,0,4,8,0,1,50,0,0,1698,37,0,0,0.0,66019D0071AA,1,5,3,4,19000071,2.52,0.0,0,0.1,,0,0,13,0,2,3,16,3,3010,3.4,0,0,0.0,3,2004,2
80,0,0,11,0,1,75,0,1,3565,12,10,1,5.871,15I 01000004,2,5,4,0,10,5.875,0.0,0,0.38,000000I01000,0,0,0,0,3,0,1,0,23566,3.0,0,0,3.6,1,2004,2
0,0,3,10,0,1,35,0,0,1586,5,0,0,2.34,1360002690,2,4,4,4,000IB015,0.35,0.0,0,0.89,00000IB01501,0,0,321,0,4,3,14,1,14000,4.0,0,0,3.3,3,2004,1
0,0,4,20,0,1,35,0,1,539,53,0,0,0.0,5.31914E+11,2,5,4,0,0,1.55,0.0,0,0.61,322400,0,0,0,0,1,4,2,0,1630,7.0,0,0,4.8,2,2004,2
14,0,4,8,0,1,40,0,2,3215,37,0,0,14.366,07L031110000,2,2,4,0,0,0.524,0.0,0,0.56,000000L03101,0,0,2,0,8,0,14,3,37500,4.6,0,0,4.8,3,2004,2
0,0,4,11,0,1,35,0,0,3077,35,0,0,0.0,329000200,2,5,4,0,0,0.22,0.0,0,0.14,0,0,0,10,0,3,0,16,3,6450,3.4,0,0,3.7,3,2004,2
0,1,0,12,0,1,55,0,1,1761,95,,1,214.18,4.80044E+11,2,5,4,0,44,0.542,0.0,0,0.03,4400,0,0,0,0,1,1,6,0,399,3.1,0,0,0.0,3,2004,2
0,0,4,11,0,1,30,0,0,1649,97,0,0,0.0,9.2E+11,1,4,3,0,0,0.933,0.0,0,0.01,9200004900,0,0,398,0,1,0,17,3,100,1.0,0,0,4.0,3,2004,2
0,0,1,10,0,1,50,0,0,1334,111,0,0,0.0,U01014001423,1,5,4,3,0,1.246,0.0,0,0.48,0,0,0,204,0,4,0,16,3,10945,3.4,0,0,2.6,3,2004,2
20,1,4,11,1,1,70,0,0,4098,111,0,1,13.788,9.447E+11,2,5,4,0,SR   91,0.879,0.0,0,0.46,9447000000,0,0,311,1,2,0,12,3,28100,4.0,1,0,3.5,1,2004,2
40,0,4,10,0,1,55,0,1,3895,87,0,0,22.66,1.02227E+11,2,5,6,0,0000987C,0.44,0.0,0,0.56,0987C8501100,0,0,1,0,2,0,12,3,33617,5.6,0,0,2.5,2,2004,2
0,0,4,13,0,1,70,0,4,2702,381,0,0,21.708,124602M00000,2,5,2,4,_FM1062_,9.87,0.0,0,0.04,000FM1062000,0,0,0,0,1,10,7,0,606,2.5,0,0,0.0,3,2004,2
58,0,0,9,0,1,70,0,1,2931,55,65,1,6.12,I06501006120,2,5,4,0,65,0.08,0.0,0,0.32,28I006500100,0,0,0,0,2,0,1,0,19600,10.7,0,0,0.0,1,2004,2
20,0,4,10,0,1,50,0,0,3442,79,0,0,14.96,809014960,2,5,6,4,71,0.19,0.0,0,0.28,80900,0,0,266,0,5,1,14,3,15500,4.0,0,0,0.0,2,2004,2
0,0,4,9,0,1,25,0,0,1426,83,0,0,1.642,05J113130000,1,3,4,4,0,0.49,0.0,0,0.1,000000J11301,0,0,305,0,3,1,17,2,3046,3.5,0,0,4.0,3,2004,2
0,0,4,8,0,1,45,0,0,1715,79,0,0,3.074,05Z661110000,1,1,4,4,0,1.35,0.0,0,0.12,000000Z66101,0,0,0,0,2,3,16,3,4400,3.4,0,0,2.9,3,2004,2
0,0,4,10,0,1,30,0,0,347,115,0,0,0.386,2.0038E+11,1,3,3,4,0,0.16,0.0,0,0.19,12400530200,0,0,341,0,2,1,17,3,1100,3.0,0,0,2.0,3,2004,2
0,0,4,8,0,1,35,0,0,1732,17,0,0,1.51,30992250008A,1,4,3,4,0,0.4,0.0,0,0.17,591500,0,0,504,0,3,2,14,3,6954,2.9,0,0,0.0,3,2004,2
26,0,2,9,0,1,40,0,0,4841,133,0,1,15.203,16600300320A,3,4,5,1,US030,0.363,0.0,0,0.49,66003001,0,0,152,0,9,1,14,3,51961,13.0,0,0,0.0,3,2004,2
0,0,0,9,0,1,25,0,2,2653,155,0,0,16.71,S07101016710,2,2,4,0,321,0.17,0.0,0,0.57,78SR07100100,0,0,0,0,5,0,2,0,25730,4.5,0,0,0.0,3,2004,2
54,0,4,16,0,1,70,0,0,4078,33,75,1,20.812,1.70001E+11,2,5,6,0,75,3.079,0.0,0,0.14,1466310,0,0,0,0,1,0,11,3,6310,5.7,0,0,0.0,1,2004,2
999,0,0,16,0,1,65,0,1,3778,81,90,1,32.15,14666,2,5,6,0,90,3.07,0.0,0,0.42,9.00E+01,0,0,0,0,2,0,1,0,16489,5.9,0,0,0.0,1,2004,2
22,0,4,11,0,1,55,0,0,3808,47,0,0,121.9,5862121900,2,1,4,4,169,3.315,0.0,0,0.54,586200,0,0,19,0,2,2,12,3,33578,6.9,0,0,0.5,2,2004,2
0,0,4,9,0,1,25,0,0,1732,143,0,0,4.764,7284U xx0296,1,3,4,0,CITYSTRT,0.17,0.0,0,0.67,7284U 0000,0,0,60,0,6,0,16,3,24685,3.8,0,0,0.0,3,2004,2
0,0,4,10,0,1,35,0,0,1585,245,0,0,15.933,B00283M09900,1,5,6,3,0,2.384,0.0,0,0.42,000B00283000,0,0,135,0,4,13,16,3,11020,7.4,0,0,1.9,3,2004,2
0,0,4,10,0,1,35,0,0,338,67,0,0,0.0,1.04685E+11,1,1,3,4,HOLT DR,0.47,0.0,0,0.15,1.04685E+11,0,0,0,0,2,1,17,3,1000,3.0,0,0,2.3,3,2004,2
84,0,0,10,0,1,65,0,1,3535,107,81,1,11.237,15300811080A,2,5,4,0,I 081,0.5,0.0,0,0.49,53008100,0,0,0,1,3,0,1,0,28634,6.5,0,0,0.0,1,2004,2
0,0,4,10,0,1,25,0,0,1511,3,0,0,0.0,7647000000,1,1,4,4,7647,0.13,0.0,0,0.37,0,0,0,52,0,4,1,17,1,7958,3.1,0,0,2.7,3,2004,2
0,0,0,14,0,1,70,0,1,2597,85,0,0,0.0,S00250043807,2,5,3,0,250,5.85,0.0,0,0.01,0,0,0,0,0,1,1,7,0,95,1.7,0,0,0.0,3,2004,2
0,0,2,10,0,1,35,0,0,1553,61,0,0,6.5,C00411M06500,2,5,6,4,0,0.11,0.0,0,0.29,000C00411000,0,0,248,0,2,0,14,3,4555,5.0,0,0,2.6,3,2004,1
0,0,4,5,0,1,35,0,0,341,81,0,0,8.518,4.10086E+11,1,3,2,4,0,1.001,0.0,0,0.33,409510,0,0,61,0,3,0,17,3,3643,2.4,0,0,4.0,3,2004,2
14,0,2,9,0,1,50,0,1,3120,85,0,0,6.08,04C218120000,2,4,4,3,0,2.1,0.0,0,0.19,000000C21801,0,0,32,0,3,3,14,3,9210,4.2,0,0,4.4,3,2004,2
0,0,4,11,0,1,35,0,0,1780,155,0,0,2.562,232040,1,5,5,0,0,0.05,0.0,0,0.32,232500,0,0,46,0,3,0,16,3,7900,6.0,0,0,3.6,3,2004,2
0,0,0,13,0,1,55,0,1,1361,103,0,0,0.0,17000090,2,5,3,0,0,0.35,0.0,0,0.29,0,0,0,0,0,2,0,7,3,2977,2.9,0,0,4.0,3,2004,2
60,0,4,12,0,1,65,0,0,4120,25,85,1,58.54,10085058540,2,5,4,0,85,1.05,0.0,0,1.11,1008500,0,0,343,0,3,0,11,3,69000,6.0,0,0,3.9,1,2004,2
40,0,4,12,1,1,65,0,0,6199,49,15,1,265.87,A00015265870,3,5,4,0,15,0.21,0.0,0,0.96,1500,1,0,203,0,4,0,11,3,98390,7.0,0,0,0.0,1,2004,2
0,0,4,7,0,1,45,0,0,3431,19,0,0,1.382,10LG54881079,2,4,3,2,0,0.304,0.0,0,0.32,000GRANTRD10,0,0,73,0,7,2,16,3,30805,3.0,0,0,4.9,3,2004,2
0,0,4,12,0,1,45,0,0,1681,121,0,0,207.585,S00021002800,1,5,4,4,21,0.91,0.0,0,0.35,000S12102100,0,0,0,0,2,5,14,3,8134,2.5,0,0,0.0,3,2004,2
0,0,4,17,0,1,30,0,0,478,9,0,0,0.0,401357,1,4,5,4,0,0.03,0.0,0,0.91,0,0,0,158,0,2,0,16,2,4220,8.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,45,0,0,481,93,0,0,0.0,8771000000,1,5,4,4,8771,1.07,0.0,0,0.11,0,0,0,0,0,1,0,16,3,1000,1.9,0,0,2.5,3,2004,2
0,0,4,10,0,1,30,0,0,475,197,0,0,0.0,18063,1,1,6,4,0,0.22,0.0,0,0.8,0,0,0,3,0,3,3,16,3,6300,4.8,0,0,4.0,3,2004,2
0,0,4,11,0,1,30,0,0,1649,15,0,0,1.007,10000240063,1,5,3,4,0,0.391,0.0,0,0.18,100002400,0,0,408,0,3,5,17,3,4700,1.0,0,0,3.5,3,2004,2
0,0,4,10,0,1,35,0,0,2926,55,0,0,0.0,3.00817E+11,2,1,6,4,0000941V,0.13,0.0,0,0.13,0941V4301100,0,0,39,0,3,2,16,3,6776,4.8,0,0,3.0,3,2004,2
0,0,4,10,0,1,25,0,0,335,147,0,0,0.624,7.70068E+11,1,3,4,4,0,0.127,0.0,0,0.23,964405,0,0,334,0,2,0,17,1,1391,4.3,0,0,2.4,3,2004,2
12,0,3,10,0,1,35,0,1,2513,25,0,0,0.5,11Y671105000,2,4,4,3,0,1.53,0.0,0,0.47,000000Y67101,0,0,0,0,5,13,14,2,23361,3.8,0,0,2.8,3,2004,2
44,0,4,9,0,1,65,0,0,6209,183,40,1,287.35,10040287350,3,5,4,0,40,0.56,0.0,0,1.13,1004000,0,0,163,0,6,0,11,3,149000,4.4,0,0,4.8,1,2004,2
46,1,4,12,0,1,55,0,0,4092,59,10,1,19.95,3.0001E+11,2,5,4,0,10,0.615,0.0,0,0.71,1000,0,0,336,0,2,0,11,3,40000,4.6,0,0,0.0,1,2004,2
0,0,4,11,0,1,45,0,0,1569,73,0,0,1.252,K2822 000778,1,4,3,4,2822,0.398,0.0,0,0.09,KY2822_00000,0,0,0,0,3,4,17,3,2180,2.5,0,0,0.0,3,2004,2
0,0,0,16,0,1,65,0,2,2387,33,0,0,0.0,S0302 024376,2,5,3,0,0,3.114,0.0,0,0.05,0,0,0,0,0,1,1,7,0,690,2.2,0,0,0.0,3,2004,2
0,0,4,11,0,1,40,0,4,1119,111,0,1,70.67,SSH000000760,2,4,4,0,0000550B,1.212,0.0,0,0.15,550B,0,0,0,1,1,0,2,0,1500,2.5,0,0,0.0,3,2004,2
0,0,4,8,0,1,30,0,0,330,15,0,0,0.0,1.50074E+11,1,5,4,4,0,0.59,0.0,0,0.24,0,0,0,283,0,2,1,17,3,1623,3.1,0,0,2.4,3,2004,2
6,0,4,8,0,1,55,1,2,6363,37,0,0,25.681,70110025751,3,1,5,0,110,4.95,0.871,0,0.98,11001,0,0,2,0,6,0,12,3,129000,8.0,0,0,0.0,1,2004,2
26,0,4,11,0,1,75,0,0,3431,41,80,1,4.513,I  80 004513,2,4,5,0,00000I80,0.751,0.0,0,0.23,0000000I8000,0,0,0,1,2,0,11,3,12640,8.0,0,0,0.0,1,2004,2
0,0,4,13,0,1,40,0,0,1665,375,0,0,7.39,004108M05592,1,4,3,4,_SL0434_,0.447,0.0,0,0.25,000SL0434000,0,0,120,0,4,2,17,3,5899,3.0,0,0,0.0,3,2004,2
0,0,0,10,0,1,35,0,1,781,3,0,0,0.0,30202090013A,2,4,3,4,0,3.032,0.0,0,0.12,0,0,0,0,0,1,2,7,0,877,2.9,0,0,3.8,3,2004,2
0,0,0,11,0,1,65,0,1,3796,29,0,1,115.865,P00005115865,2,5,4,0,93,1.807,0.0,0,0.22,500,0,0,0,0,3,5,2,0,12390,2.6,0,0,0.0,3,2004,2
0,0,4,10,0,1,35,0,0,1594,81,0,0,0.0,41556000700,1,5,4,4,1556,0.27,0.0,0,0.29,4155600,0,0,132,0,4,1,17,3,8100,3.1,0,0,4.1,3,2004,2
0,0,4,13,0,1,55,0,0,1665,101,0,1,7.205,5.10002E+11,1,3,6,3,31,1.899,0.0,0,0.46,1153803,0,0,0,0,3,8,14,3,10976,5.0,0,0,0.0,3,2004,2
16,0,4,11,0,1,65,0,0,4058,171,26,1,9.71,I02601009710,2,5,6,0,26,1.58,0.0,0,0.2,86I002600100,0,0,0,0,2,0,11,3,13410,4.5,0,0,0.0,1,2004,2
0,0,4,9,0,1,45,0,0,1610,91,0,0,12.668,14600290310A,1,5,3,5,PA029,0.566,0.0,0,0.22,46002900,0,0,4,0,3,2,14,3,5425,2.9,0,0,0.0,3,2004,2
12,0,4,9,0,1,55,0,1,2214,1,0,1,70.23,19070230,2,5,4,0,19,0.01,0.0,0,0.47,1900,0,0,0,0,3,0,2,0,11410,2.8,0,0,0.0,3,2004,2
0,0,4,11,0,1,35,0,1,344,93,0,0,0.0,4.70027E+11,1,2,1,4,0,0.589,0.0,0,0.08,940108,0,0,495,0,1,4,17,3,438,0.0,0,0,0.0,3,2004,2
0,0,4,11,0,1,55,0,0,347,179,0,0,0.0,270954,1,5,1,4,0,0.261,0.0,0,0.05,0,0,0,0,0,1,0,17,3,200,0.0,0,0,0.0,3,2004,2
60,0,0,9,0,1,55,0,2,4146,157,0,0,31.27,7.80021E+11,3,5,4,0,US00211,0.26,0.0,0,0.12,000US0021100,0,0,0,0,2,0,2,0,5470,4.8,0,0,0.0,3,2004,2
0,0,4,9,0,1,25,0,0,2803,87,0,1,14.508,120441,2,5,5,4,34,0.065,0.0,0,0.23,3400,0,0,0,0,4,1,16,3,11500,6.0,0,0,2.9,3,2004,2
0,0,4,8,0,1,35,0,0,477,107,0,0,0.0,81323300000,1,5,4,4,0,0.16,0.0,0,0.15,1.07308E+11,0,0,0,0,1,0,16,3,1580,3.4,0,0,4.2,3,2004,2
0,0,0,12,0,1,55,0,1,1694,7,0,0,0.0,40409000000,2,5,3,0,0,3.257,0.0,0,0.01,0,0,0,0,0,1,4,7,0,100,3.0,0,0,0.0,3,2004,2
34,0,4,11,0,1,40,0,0,3195,87,0,0,0.36,16240,2,5,5,3,125E,0.06,0.0,0,0.71,1.25E+02,0,0,252,0,7,1,14,3,34055,9.0,0,0,0.0,2,2004,2
0,0,4,10,0,1,30,0,0,1681,75,0,0,0.644,3.02801E+11,1,5,4,0,0,0.2,0.0,0,0.21,3.80303E+11,0,0,0,0,3,0,16,3,5210,3.4,0,0,2.8,3,2004,2
12,0,4,10,0,1,40,0,0,3208,65,0,0,0.0,3.58001E+11,2,5,4,3,0,0.23,0.0,0,0.54,3.30358E+11,0,0,86,0,7,1,16,2,26460,3.4,0,0,3.4,3,2004,2
0,0,4,10,0,1,30,0,0,1550,71,0,0,9.785,S12505006090,1,4,4,4,125,0.26,0.0,0,0.15,12500,0,0,0,0,2,6,16,3,3882,2.0,0,0,4.5,3,2004,2
0,0,2,9,0,1,35,0,0,562,3,0,0,0.0,10230330040A,1,5,3,4,0,0.388,0.0,0,1.76,0,0,0,9,0,6,1,17,3,19924,1.7,0,0,0.0,3,2004,2
12,0,4,10,0,1,55,0,0,4163,1,0,0,20.82,A007020820,2,5,4,0,7,0.12,0.0,0,0.48,7000,0,0,240,0,2,0,12,3,30500,5.8,0,0,0.0,1,2004,2
50,0,4,8,0,1,55,0,0,6279,51,205,1,17.79,640017790,3,4,5,0,205,1.22,0.0,0,0.96,006400100S00,1,0,27,1,6,0,11,3,147700,11.0,0,0,0.0,1,2004,2
0,0,2,10,0,1,35,0,0,987,111,0,0,0.0,U0060 000000,1,3,4,4,60,0.155,0.0,0,0.62,US0060_00000,0,0,31,0,4,1,14,3,10500,5.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,30,0,0,1618,83,0,0,30.465,15700118930,1,5,4,0,157,0.01,0.0,0,0.1,83101570000,0,0,86,0,2,0,16,3,2840,5.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,30,0,0,1314,33,0,0,27.101,2.00065E+11,1,5,4,4,0000011B,0.34,0.0,0,0.17,0011B7202100,0,0,0,0,2,2,16,2,3862,3.0,0,0,3.5,3,2004,2
40,0,0,13,0,1,65,0,1,3741,5,0,0,16.45,4.604E+11,2,5,4,0,US  231,3.55,0.0,0,0.35,4604000000,0,0,0,0,4,10,2,0,15200,4.0,0,0,4.0,3,2004,2
26,0,4,5,0,1,55,0,0,4122,89,0,1,23.76,S00016023760,2,5,4,0,SR000016,0.51,0.0,0,0.16,1600,0,0,349,0,5,0,14,3,19612,5.5,0,0,3.8,1,2004,2
40,0,4,12,0,1,70,0,0,3768,87,35,1,12.52,4405  xx1252,2,3,4,0,35,1.33,0.0,0,0.71,4405  0000,0,0,0,0,4,0,11,3,37100,6.7,0,0,0.0,1,2004,2
0,0,4,10,0,1,30,0,0,1618,119,0,0,13.181,1E+11,1,3,4,4,100,0.48,0.322,0,0.19,0,0,0,92,0,3,5,16,3,5600,3.4,0,0,0.0,3,2004,2
0,0,4,10,0,1,45,0,0,689,181,0,0,8.98,004718X08180,2,5,2,4,_US0075_,1.82,0.0,0,0.07,000US0075002,0,0,232,0,1,3,17,3,503,2.4,0,0,0.0,3,2004,1
0,0,1,9,0,1,30,0,0,1519,59,0,0,9.56,3.0632E+11,2,3,6,4,0,0.45,0.0,0,0.25,12000110400,0,0,1,0,4,5,17,2,7708,4.3,0,0,4.0,3,2004,2
0,0,0,13,0,1,50,0,1,2386,7,0,0,0.65,04000724QQ02,2,5,4,0,CO724,0.33,0.0,0,0.12,04000724__00,0,0,0,0,1,3,6,3,2115,3.0,0,0,3.5,3,2004,2
70,0,4,21,0,1,70,0,1,3778,31,75,1,31.662,1.60004E+11,2,5,5,0,75,8.906,0.0,0,0.21,550606,0,0,0,0,1,0,1,0,6217,10.0,0,0,0.0,1,2004,2
99,0,0,8,0,1,65,0,1,2782,25,64,1,90.87,64090870,2,5,5,0,64,0.91,0.0,0,0.27,IN0640000000,0,0,0,0,2,0,1,0,15606,11.0,0,0,0.0,1,2004,2
0,0,3,10,0,1,55,0,0,962,21,0,0,0.0,0087CO100000,1,5,4,4,000087CO,0.18,0.0,0,0.26,02110087CO00,0,0,143,0,2,0,14,3,4670,3.5,0,0,4.2,3,2004,2
20,0,2,12,0,1,45,0,0,2860,69,0,1,6.9,06514B006900,2,5,5,3,65,0.28,0.0,0,0.22,000006514B00,0,0,219,0,1,0,12,3,8300,8.0,0,0,0.0,2,2004,2
64,0,0,14,0,1,75,0,1,1577,41,70,1,78.13,A00070078130,2,5,4,0,70,2.6,0.0,0,0.29,7000,0,0,0,0,1,0,1,0,6520,5.1,0,0,0.0,1,2004,2
0,0,4,14,0,1,25,0,0,342,55,0,0,0.0,13648010623,1,3,4,4,0,0.375,0.0,0,0.25,0,0,0,431,0,2,2,17,2,1000,4.0,0,0,2.5,3,2004,2
