received_date,Auth_Description,Op_Name,Short Notice Short Notice,Description,Variation Number Variation Number,Service_Type_Other_Details
22/12/08,Strathclyde Partnership for Transport,WILSONS OF RHU LTD,Yes,Standard National,2,Monday to Sunday
15/09/05,Stirling Council,KINGSHOUSE TRAVEL LTD,Yes,Standard National,1,
21/10/02,Western Isles Council,COMHAIRLE NAN EILEAN SIAR,Yes,Standard National,2,
10/12/21,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,43,Revised timetable
23/08/21,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,0,Infrequent service Monday to Saturday.
04/07/02,Scottish Borders Council,JOHN MACEWAN,Yes,Standard National,1,Daily
03/05/12,South Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,17,Monday - Saturday 1610 ex Cumnock to Ayr trip removed.
24/05/19,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,3,Mon - Sun hourly
11/11/11,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,0,"Mon - Sat infrequent, no service Sunday."
14/07/05,Strathclyde Partnership for Transport,MARBILL COACH SERVICES LTD,No,Standard International,1,
06/09/13,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,8,Monday to Saturday
04/08/20,Dumfries & Galloway Council,TELFORD'S COACHES LTD,Yes,Standard International,11,"Service varied due to Covid 19

(Service prior was: Monday to Saturday.
No service: 25/26 December & 1/2 January.
Curtailed service: 27-31 December.)"
24/08/18,Scottish Borders Council,BORDERS BUSES LTD,No,Standard National,2,Sunday
31/05/19,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,1,Monday to Sunday
01/10/12,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,1,Monday to Saturday approximately hourly.
18/01/21,Moray Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,3,Infrequent service Monday to Saturday
04/03/19,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,30,Mon-Sat approx every 90 minutes. Sunday 2 hourly.
12/07/13,Strathclyde Partnership for Transport,MARBILL COACH SERVICES LTD,No,Standard International,0,Monday to Friday (Schooldays only as per timetable)
26/10/20,Scottish Borders Council,BORDERS BUSES LTD,No,Standard National,1,"Service will operate only 26/12/18, 01/01/19 and 02/01/19"
28/05/02,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,Daily
08/04/04,West Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,Yes,Standard National,4,Daily Service
28/10/10,Highland Council,BLUEBIRD BUSES LIMITED,No,Standard International,2,Mon - Fri four journeys per day. No Sat or Sun service
27/03/20,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,7,"Approximately Hourly Monday to Saturday. No Sunday service.

Temporary variation due to Covid 19"
24/10/11,Highland Council,D & E COACHES LTD,No,Standard National,5,"Monday to Saturday

No service on 25/26 Dec or 1/2 Jan"
13/10/21,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,16,Mon - Sat infrequent timetable.
25/11/17,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,18,"Approximately hourly Monday to Saturday, 2 hourly Sunday"
06/05/21,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,18,
19/03/20,Fife Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,5,"Schooldays only
Temporary suspension due to Covid 19"
19/03/08,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,4,Monday to Saturday
30/11/06,West Lothian Council,E & M HORSBURGH LTD,No,Standard National,4,"Monday to Saturday.  This service will not operate 24, 25 December, 1, 2 January"
08/07/03,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,9,"No service 25 Dec & 1 Jan
T/T change 26 Dec & 2 Jan
Saturday service 27/30 Dec & 3 Jan. Curtailed services 24/31 Dec. ASDSY"
02/07/15,Scottish Borders Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,3,"Monday to Friday, Schooldays Only"
17/12/07,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,2,
17/03/03,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,6,"No Service: 25/12 & 01/01.
24/12 & 31/12 - normal service except 2231 ex Inverurie w/d & 2315 Ex Aberdeen w/d."
29/06/11,Argyll & Bute Council,CRAIG OF CAMPBELTOWN LTD,Yes,Standard International,8,
16/06/21,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,Yes,Standard International,4,Daily
08/11/19,Stirling Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,27,Monday to Saturday
27/02/06,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,2,
25/03/13,Aberdeenshire Council,KINEIL COACHES LTD,Yes,Standard International,2,"Monday to Saturday
does not operate on 25/26 December, 1/2 Jaunary. or May Holiday"
02/04/20,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,4,"Service varied due to Covid 19

(Service prior was: Daily)"
24/11/17,North Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,0,1 trip on schooldays from Auchenharvie Academy to Stevenston
25/04/14,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,0,Saturday
25/01/13,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,3,"Monday to Friday
"
28/03/13,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,7,Monday to Saturday
29/03/18,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,4,Cancel
25/01/21,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,"Service suspended due to Covid 19

(Service prior was: New School Contract)"
28/10/04,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,7,
01/07/16,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,4,"Monday to Saturday Hourly (09:00 - 15:00)

25 December No Service, 26 December No Service, 01 January No Service, 02 January No Service"
20/03/20,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,3,"Service suspended due to COVID 19

(Service prior was:Revised route and timetable)"
30/07/20,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,28,"Service varied due to Covid 19

(Service prior was Approximately half hourly Monday to Saturday, hourly Sunday)"
22/03/04,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,Yes,Standard International,3,"No Service: 25/26 Dec & 1/2 Jan.
Sunday service: 29 Dec. 
Saturday service: 27/28/30/ Dec & 3 Jan.
Curtailed service: 24 dec & 3 jan
 This will apply each year."
13/09/07,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,Yes,Standard International,7,
18/11/02,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,3,"No service: 25/31 Dec & 1 Jan.
Curtailed service: 23/24/26/29/30 Dec & 2 Jan"
03/07/12,Moray Council,DEVERON COACHES LIMITED,Yes,Standard National,1,schooldays only
06/02/04,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,5,"NO service: 1/2 January & 25/26 December.
Curtailed service: Easter Monday, May Day."
20/02/08,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,1,Monday to Sunday
03/05/13,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,No,Standard National,5,Daily
15/04/11,The City of Edinburgh Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,0,New service replacing service X54 between Edinburgh and Lochgelly
21/03/14,Argyll & Bute Council,CRAIG OF CAMPBELTOWN LTD,Yes,Standard International,13,
17/11/14,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,2,Daily
19/05/21,West Lothian Council,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,15,"Daily
Service returning to pre covid levels"
30/12/19,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,6,Infrequent service Monday to Friday & Saturday
10/12/02,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,No service: 25/26 Dec & 1/2/3/4 Jan.
13/03/15,East Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,9,Sunday service reduced to two hourly.
21/12/22,Aberdeenshire Council,DOUGLAS BAIN,No,Standard International,5,End of temporary variation of service (in response to COVID-19 emergency)
28/08/09,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,0,Daily 30 Minutes
06/01/22,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,11,Monday to Sunday up to every 15 minutes.
11/02/04,Western Isles Council,WILLIE MACVICAR,Yes,Standard National,1,
17/10/16,Fife Council,BAY TRAVEL COACHES LTD,Yes,Standard International,2,Schooldays only
01/02/08,The City of Edinburgh Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,"Daily

No service 25/26 Dec or 1/2 Jan"
07/06/07,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,1,Monday to Sunday
13/01/22,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,Yes,Standard International,41,"Monday to Friday, Saturday, Sunday & Public Holidays."
06/06/16,Scottish Borders Council,TELFORD'S COACHES LTD,Yes,Standard International,2,
07/04/04,Argyll & Bute Council,CRAIG OF CAMPBELTOWN LTD,Yes,Standard International,0,Daily from 03/05 to 27/09 and on similar dates in subsequent years with addition of Easter Weekend on those subsequent years
15/10/14,Fife Council,A1 MINIBUS & COACH SERVICES LTD,No,Standard National,1,Schooldays only
27/07/20,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,6,Service resumed to Monday to Saturday
14/11/14,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,14,"Daily Service
Sat-Sun outward journeys only"
27/03/09,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,1,Commercial School Run
04/11/02,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,2,
13/01/22,Midlothian Council,LOTHIAN BUSES LIMITED,Yes,Standard International,47,
26/07/18,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,27,No service:25/26 December & 1/2 January
10/10/12,Stirling Council,JOHN MITCHELL,No,Standard International,6,Monday to Saturday service.
22/09/05,Aberdeen City Council,DOUGLAS BAIN,No,Standard International,0,
03/11/17,Aberdeen City Council,FIRST ABERDEEN LTD,No,Standard National,9,"Monday to Friday, Saturday, Sunday, Bank Holiday timetables"
18/05/04,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,0,
08/09/08,Moray Council,BLUEBIRD BUSES LIMITED,No,Standard International,19,"Monday to Sunday service.
No service - 25/26 December, 1/2 January, Mayday.
"
11/02/08,The City of Edinburgh Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,21,"Daily, as per schedules.  This service will not operate 25 December, 1 January.saturday service 27/30 Dec & 3 Jan.  Special timetable will operate on local and national public holidays"
03/02/22,Stirling Council,FISHERS TOURS LIMITED,No,Standard International,4,Operates Friday Fortnightly
28/08/09,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,2,"Daily, every 30 minutes."
22/07/02,The City of Edinburgh Council,E & M HORSBURGH LTD,No,Standard National,1,"Monday to Saturday.  This service will not operate 24, 25 December, 1, 2 January"
27/11/08,Aberdeen City Council,FIRST ABERDEEN LTD,Yes,Standard National,12,Monday to Saturday.  10 minute frequency
21/04/17,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,13,Revised route and timetable
17/03/03,Moray Council,BLUEBIRD BUSES LIMITED,No,Standard International,2,"Monday to Saturday. No service 25, 26 December, 1, 2 January, May Day Holiday or equivalent local holiday.  24 & 31 December normal service except 2310 Ex Elgin Bus Station"
19/12/08,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,Yes,Standard National,12,"Monday to Saturday, mainly 30 minute frequency with short workings.  
Sunday, mainly hourly with short workings.
No service 25 December 
Curtailed service 26 December & 1,2 January
Holiday service Queen's Birthday, Gla"
15/06/23,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,Monday to Friday
22/12/09,Shetland Islands Council,DOUGLAS S HALCROW & PARTNERS,No,Standard National,0,Only runs by appoitment on Tuesdays and Thursdays
07/08/09,South Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,3,Monday - Saturday half hourly daytime service
17/07/12,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,15,"Revised timetable; certain journeys operate via Perth, Drummond Crescent"
06/08/10,Stirling Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,9,
14/07/14,Highland Council,BLUEBIRD BUSES LIMITED,No,Standard International,1,
11/07/14,East Lothian Council,EAST COAST BUSES LIMITED,No,Standard National,4,Monday to Sunday
04/12/02,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,"No service: 25 Dec & 1 Jan.
Saturday service: 27/30 Dec & 3 Jan.
Curtailed service: 31/24 dec.
ASDOSY."
11/11/20,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,Yes,Standard International,48,"TEMPORARY VARIATION - COVID 19- revised timetable
TEMPORARY VARIATION - COVID 19 - timetable revision"
03/07/20,Shetland Islands Council,ROBERT JAMIESON & PARTNERS,No,Standard International,6,"Mon to Sat


Timetable variation due to Covid 19"
19/06/03,Aberdeenshire Council,WATERMILL COACHES LIMITED,No,Standard National,2,Schooldays only
06/03/17,West Lothian Council,E & M HORSBURGH LTD,No,Standard National,4,Monday to Friday
12/01/18,Midlothian Council,LOTHIAN BUSES LIMITED,No,Standard International,31,"Monday to Friday.  This service will not operate on 1, 2 January, Good Friday, Edinburgh Spring Holiday, May Day Holiday, Victoria Day Holiday, Edinburgh Trades Holiday Monday, Edinburgh Autumn Holiday, 25, 26 December"
15/07/14,Scottish Borders Council,BORDERS BUSES LTD,Yes,Standard National,2,Daily
17/03/17,Scottish Borders Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,Schooldays only
10/03/17,East Lothian Council,EAST COAST BUSES LIMITED,No,Standard National,1,Saturday & Sunday morning
28/11/11,East Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,2,Kilmarnock to Ayr Sunday service times adjusted.
05/12/18,Strathclyde Partnership for Transport,STUARTS COACHES LTD,Yes,Standard International,0,Daily
29/10/15,Aberdeen City Council,FIRST ABERDEEN LTD,Yes,Standard National,25,"Revised timetable will operate from 21st December 2011 until 7th January then from 29th January 2012 until further notice.

From 8th January 2012 until 28th January 2012 a revised timetable will operate"
04/07/22,Dumfries & Galloway Council,MCCALL'S COACHES LTD,Yes,Standard National,0,Monday to Saturday
11/07/14,East Lothian Council,EAST COAST BUSES LIMITED,No,Standard National,0,
15/05/08,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,2,
19/04/02,Scottish Borders Council,MIDLAND BLUEBIRD LTD,No,Standard National,0,"Monday to Friday.  Outward 0710, ex Peebles.  Inward 1710, ex West Maitland Street"
20/04/09,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,5,Schooldays only
01/07/16,Scottish Borders Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,11,Daily
01/07/16,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,2,Revised route and timetable
29/10/10,Scottish Borders Council,MIDLAND BLUEBIRD LTD,No,Standard National,13,"No service: 25 December.26 December 
Curtailed service: 1/2 January."
10/12/02,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,Saturday service: 27/30/31 December.
27/06/08,Highland Council,BLUEBIRD BUSES LIMITED,No,Standard International,0,"Monday to Saturday, no service 01 & 02 january, Mayday public holiday or 25 & 26 December."
26/10/07,Falkirk District Council,MIDLAND BLUEBIRD LTD,No,Standard National,8,
20/12/05,Aberdeen City Council,FIRST ABERDEEN LTD,Yes,Standard National,5,Daily
24/03/20,Fife Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,6,"Service suspended due to Covid 19

(Service prior was: Schooldays only)"
12/06/09,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,8,Daily service up to every 30mins
30/07/07,The City of Edinburgh Council,PRENTICE WESTWOOD LTD,No,Standard International,1,"Monday to Friday

No service 25/25 Dec or 1/2 Jan"
15/06/18,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,5,Daily
08/07/04,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,6,"No service 25 Dec & 1 Jan
T/T change 26 Dec & 2 Jan
Saturday service 27/30/31 Dec & 3 Jan ASDSY.
No service first Monday in April, June & July & Mayday"
30/05/22,Dumfries & Galloway Council,IAN RICHARD ANDERSON,No,Standard National,1,Monday to Saturday
